Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
進捗の管理は表でやっています。,I track progress in a spreadsheet.,管理,進捗【しんちょく】の管理【かんり】は表【ひょう】でやっています。,Work - Process,polite,management,"<ruby class=""vocab"">管理<rt><span class=""pitch-h"">か</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">り</span></rt></ruby>"
開発はほぼ終わっています。,Development is nearly done.,開発,開発【かいはつ】はほぼ終【お】わっています。,Work - Process,polite,development,"<ruby class=""vocab"">開発<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">い</span><span class=""pitch-h"">は</span><span class=""pitch-h"">つ</span></rt></ruby>"
内容を少し直しました。,I made a few edits to the content.,内容,内容【ないよう】を少【すこ】し直【なお】しました。,Work - Docs,polite,content,"<ruby class=""vocab"">内容<rt><span class=""pitch-l"">な</span><span class=""pitch-h"">い</span><span class=""pitch-h"">よ</span><span class=""pitch-h"">う</span></rt></ruby>"
仕様の変更はありません。,There's no change to the spec.,変更,仕様【しよう】の変更【へんこう】はありません。,Work - Process,polite,change,"<ruby class=""vocab"">変更<rt><span class=""pitch-l"">へ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">こ</span><span class=""pitch-h"">う</span></rt></ruby>"
一覧を更新しておきます。,I'll update the list.,更新,一覧【いちらん】を更新【こうしん】しておきます。,Work - Data,polite,update,"<ruby class=""vocab"">更新<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">し</span><span class=""pitch-h"">ん</span></rt></ruby>"
本番で検証するのは避けたいです。,I'd rather not verify it in production.,検証,本番【ほんばん】で検証【けんしょう】するのは避【さ】けたいです。,Work - Quality,polite,verification,"<ruby class=""vocab"">検証<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">しょ</span><span class=""pitch-h"">う</span></rt></ruby>"
メールはもう送信しました。,I've already sent the email.,送信,メールはもう送信【そうしん】しました。,Work - Comms,polite,sending,"<ruby class=""vocab"">送信<rt><span class=""pitch-l"">そ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">し</span><span class=""pitch-h"">ん</span></rt></ruby>"
開発の環境を作り直しました。,I rebuilt the development environment.,環境,開発【かいはつ】の環境【かんきょう】を作【つく】り直【なお】しました。,Work - System,polite,environment,"<ruby class=""vocab"">環境<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">きょ</span><span class=""pitch-h"">う</span></rt></ruby>"
朝会で話す内容をまとめました。,I've put together what I'll say at the stand-up.,朝会,朝会【あさかい】で話【はな】す内容【ないよう】をまとめました。,Work - Comms,polite,morning stand-up,"<ruby class=""vocab"">朝会<rt><span class=""pitch-l"">あ</span><span class=""pitch-h"">さ</span><span class=""pitch-h"">か</span><span class=""pitch-h"">い</span></rt></ruby>"
録音のファイルを共有します。,I'll share the recording.,録音,録音【ろくおん】のファイルを共有【きょうゆう】します。,Work - Data,polite,recording,"<ruby class=""vocab"">録音<rt><span class=""pitch-l"">ろ</span><span class=""pitch-h"">く</span><span class=""pitch-h"">お</span><span class=""pitch-h"">ん</span></rt></ruby>"
古いデータは削除しました。,I deleted the old data.,削除,古【ふる】いデータは削除【さくじょ】しました。,Work - Data,polite,deletion,"<ruby class=""vocab"">削除<rt><span class=""pitch-h"">さ</span><span class=""pitch-l"">く</span><span class=""pitch-l"">じょ</span></rt></ruby>"
関連する部分もあわせて直しました。,I fixed the related parts at the same time.,関連,関連【かんれん】する部分【ぶぶん】もあわせて直【なお】しました。,Work - Scope,polite,related,"<ruby class=""vocab"">関連<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">れ</span><span class=""pitch-h"">ん</span></rt></ruby>"
原因はまだ分かっていません。,We don't know the cause yet.,原因,原因【げんいん】はまだ分【わ】かっていません。,Work - Problem,polite,cause,"<ruby class=""vocab"">原因<rt><span class=""pitch-l"">げ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ん</span></rt></ruby>"
入力の形式を決めましょう。,Let's settle the input format.,入力,入力【にゅうりょく】の形式【けいしき】を決【き】めましょう。,Work - Data,polite,input,"<ruby class=""vocab"">入力<rt><span class=""pitch-l"">にゅ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">りょ</span><span class=""pitch-h"">く</span></rt></ruby>"
本番はまだ触っていません。,I haven't touched production yet.,本番,本番【ほんばん】はまだ触【さわ】っていません。,Work - System,polite,production,"<ruby class=""vocab"">本番<rt><span class=""pitch-l"">ほ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ば</span><span class=""pitch-h"">ん</span></rt></ruby>"
同じところで失敗しています。,It's failing at the same place.,失敗,同【おな】じところで失敗【しっぱい】しています。,Work - Problem,polite,failure,"<ruby class=""vocab"">失敗<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">ぱ</span><span class=""pitch-h"">い</span></rt></ruby>"
もう一度実行してみます。,I'll try running it once more.,実行,もう一【いち】度【ど】実行【じっこう】してみます。,Work - System,polite,execution,"<ruby class=""vocab"">実行<rt><span class=""pitch-l"">じ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">こ</span><span class=""pitch-h"">う</span></rt></ruby>"
一覧を取得する部分を直しました。,I fixed the part that fetches the list.,取得,一覧【いちらん】を取得【しゅとく】する部分【ぶぶん】を直【なお】しました。,Work - Data,polite,fetching,"<ruby class=""vocab"">取得<rt><span class=""pitch-l"">しゅ</span><span class=""pitch-h"">と</span><span class=""pitch-h"">く</span></rt></ruby>"
画面に表示されない場合があります。,There are cases where it doesn't show on screen.,表示,画面【がめん】に表示【ひょうじ】されない場合【ばあい】があります。,Work - System,polite,display,"<ruby class=""vocab"">表示<rt><span class=""pitch-l"">ひょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">じ</span></rt></ruby>"
自動で動くようにしました。,I made it run automatically.,自動,自動【じどう】で動【うご】くようにしました。,Work - Process,polite,automatic,"<ruby class=""vocab"">自動<rt><span class=""pitch-l"">じ</span><span class=""pitch-h"">ど</span><span class=""pitch-h"">う</span></rt></ruby>"
ファイルを添付しておきます。,I'll attach the file.,添付,ファイルを添付【てんぷ】しておきます。,Work - Docs,polite,attachment,"<ruby class=""vocab"">添付<rt><span class=""pitch-l"">て</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぷ</span></rt></ruby>"
顧客からの問い合わせが増えています。,Customer enquiries are increasing.,顧客,顧客【こきゃく】からの問【と】い合【あ】わせが増【ふ】えています。,Work - People,polite,customer,"<ruby class=""vocab"">顧客<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">きゃ</span><span class=""pitch-h"">く</span></rt></ruby>"
毎朝の評価をまとめています。,I compile the evaluation every morning.,評価,毎朝【まいあさ】の評価【ひょうか】をまとめています。,Work - Quality,polite,evaluation,"<ruby class=""vocab"">評価<rt><span class=""pitch-h"">ひょ</span><span class=""pitch-l"">う</span><span class=""pitch-l"">か</span></rt></ruby>"
操作の手順を書いておきました。,I wrote up the steps for using it.,操作,操作【そうさ】の手順【てじゅん】を書【か】いておきました。,Work - System,polite,operation,"<ruby class=""vocab"">操作<rt><span class=""pitch-h"">そ</span><span class=""pitch-l"">う</span><span class=""pitch-l"">さ</span></rt></ruby>"
移行は完了しました。,The migration is complete.,完了,移行【いこう】は完了【かんりょう】しました。,Work - Process,polite,completion,"<ruby class=""vocab"">完了<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">りょ</span><span class=""pitch-h"">う</span></rt></ruby>"
別の会社でも同じ問題が出ています。,The same problem is showing up at another company.,会社,別【べつ】の会社【かいしゃ】でも同【おな】じ問題【もんだい】が出【で】ています。,Work - People,polite,company,"<ruby class=""vocab"">会社<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">い</span><span class=""pitch-h"">しゃ</span></rt></ruby>"
手元では動作しています。,It works on my machine.,動作,手元【てもと】では動作【どうさ】しています。,Work - Quality,polite,"behaviour, operation","<ruby class=""vocab"">動作<rt><span class=""pitch-h"">ど</span><span class=""pitch-l"">う</span><span class=""pitch-l"">さ</span></rt></ruby>"
処理が途中で止まりました。,The processing stopped partway.,処理,処理【しょり】が途中【とちゅう】で止【と】まりました。,Work - System,polite,processing,"<ruby class=""vocab"">処理<rt><span class=""pitch-h"">しょ</span><span class=""pitch-l"">り</span></rt></ruby>"
精度が少し下がっています。,Accuracy has dropped a little.,精度,精度【せいど】が少【すこ】し下【さ】がっています。,Work - Quality,polite,accuracy,"<ruby class=""vocab"">精度<rt><span class=""pitch-h"">せ</span><span class=""pitch-l"">い</span><span class=""pitch-l"">ど</span></rt></ruby>"
結果を表にまとめました。,I put the results in a table.,結果,結果【けっか】を表【ひょう】にまとめました。,Work - Data,polite,result,"<ruby class=""vocab"">結果<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">か</span></rt></ruby>"
現在は問題なく動いています。,It's running fine at the moment.,現在,現在【げんざい】は問題【もんだい】なく動【うご】いています。,Work - Schedule,polite,at present,"<ruby class=""vocab"">現在<rt><span class=""pitch-h"">げ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">ざ</span><span class=""pitch-l"">い</span></rt></ruby>"
前日までに送ってください。,Please send it by the day before.,前日,前日【ぜんじつ】までに送【おく】ってください。,Work - Schedule,polite,the day before,"<ruby class=""vocab"">前日<rt><span class=""pitch-l"">ぜ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">じ</span><span class=""pitch-h"">つ</span></rt></ruby>"
必要な欄に記入してください。,Please fill in the required fields.,記入,必要【ひつよう】な欄【らん】に記入【きにゅう】してください。,Work - Docs,polite,filling in,"<ruby class=""vocab"">記入<rt><span class=""pitch-l"">き</span><span class=""pitch-h"">にゅ</span><span class=""pitch-h"">う</span></rt></ruby>"
途中で保存しておきます。,I'll save as I go.,保存,途中【とちゅう】で保存【ほぞん】しておきます。,Work - Data,polite,saving,"<ruby class=""vocab"">保存<rt><span class=""pitch-l"">ほ</span><span class=""pitch-h"">ぞ</span><span class=""pitch-h"">ん</span></rt></ruby>"
明細の件数が合いません。,The number of line items doesn't add up.,明細,明細【めいさい】の件数【けんすう】が合【あ】いません。,Work - Docs,polite,line item,"<ruby class=""vocab"">明細<rt><span class=""pitch-l"">め</span><span class=""pitch-h"">い</span><span class=""pitch-h"">さ</span><span class=""pitch-h"">い</span></rt></ruby>"
無料の枠を超えました。,We've gone over the free allowance.,無料,無料【むりょう】の枠【わく】を超【こ】えました。,Work - Money,polite,free of charge,"<ruby class=""vocab"">無料<rt><span class=""pitch-l"">む</span><span class=""pitch-h"">りょ</span><span class=""pitch-h"">う</span></rt></ruby>"
調査に半日かかりました。,The investigation took half a day.,調査,調査【ちょうさ】に半日【はんにち】かかりました。,Work - Problem,polite,investigation,"<ruby class=""vocab"">調査<rt><span class=""pitch-h"">ちょ</span><span class=""pitch-l"">う</span><span class=""pitch-l"">さ</span></rt></ruby>"
出力の形式を変えました。,I changed the output format.,出力,出力【しゅつりょく】の形式【けいしき】を変【か】えました。,Work - Data,polite,output,"<ruby class=""vocab"">出力<rt><span class=""pitch-l"">しゅ</span><span class=""pitch-h"">つ</span><span class=""pitch-l"">りょ</span><span class=""pitch-l"">く</span></rt></ruby>"
