Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
議題に戻りましょう。,Let's get back on topic.,議題,議題【ぎだい】に戻【もど】りましょう。,Meeting - Facilitate,polite,agenda item,"<ruby class=""vocab"">議題<rt><span class=""pitch-l"">ぎ</span><span class=""pitch-h"">だ</span><span class=""pitch-h"">い</span></rt></ruby>"
ほかに観点があればお願いします。,"If there are other angles, please share.",観点,ほかに観点【かんてん】があればお願【ねが】いします。,Meeting - Facilitate,polite,viewpoint,"<ruby class=""vocab"">観点<rt><span class=""pitch-h"">か</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">て</span><span class=""pitch-l"">ん</span></rt></ruby>"
巻き返します。,We'll catch back up.,巻き返し,巻【ま】き返【かえ】します。,Meeting - Status,polite,catch up / recover,"<ruby class=""vocab"">巻き返し<rt><span class=""pitch-l"">ま</span><span class=""pitch-h"">き</span><span class=""pitch-h"">か</span><span class=""pitch-h"">え</span><span class=""pitch-h"">し</span></rt></ruby>"
進捗は予定通りです。,Progress is on schedule.,予定通り,進捗【しんちょく】は予定【よてい】通【どお】りです。,Meeting - Status,polite,as planned,"<ruby class=""vocab"">予定通り<rt>よていどおり</rt></ruby>"
少し遅れ気味です。,We're slightly behind.,遅れ気味,少【すこ】し遅【おく】れ気味【ぎみ】です。,Meeting - Status,polite,slightly behind,"<ruby class=""vocab"">遅れ気味<rt>おくれぎみ</rt></ruby>"
ボトルネックはレビュー待ちです。,The bottleneck is review wait time.,レビュー待ち,ボトルネックはレビュー待【ま】ちです。,Meeting - Status,polite,waiting for review,"<ruby class=""vocab"">レビュー待ち<rt>れびゅーまち</rt></ruby>"
依存先の対応待ちです。,Waiting on the dependency.,対応待ち,依存先【いぞんさき】の対応【たいおう】待【ま】ちです。,Meeting - Status,polite,waiting on action,"<ruby class=""vocab"">対応待ち<rt>たいおうまち</rt></ruby>"
工数はどのくらいかかりそうですか。,How much effort will it take?,工数,工数【こうすう】はどのくらいかかりそうですか。,Meeting - Estimate,polite,man-hours / effort,"<ruby class=""vocab"">工数<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">す</span><span class=""pitch-l"">う</span></rt></ruby>"
ざっくり3人日です。,Roughly three person-days.,人日,ざっくり3人日【にんにち】です。,Meeting - Estimate,polite,person-days,"<ruby class=""vocab"">人日<rt><span class=""pitch-l"">に</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">に</span><span class=""pitch-h"">ち</span></rt></ruby>"
バッファ込みで1週間ください。,"Give me a week, buffer included.",バッファ,バッファ込【こ】みで1週間【しゅうかん】ください。,Meeting - Estimate,polite,buffer,"<ruby class=""vocab"">バッファ<rt><span class=""pitch-l"">ば</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">ふぁ</span></rt></ruby>"
見積もりが甘かったです。,My estimate was too optimistic.,甘かった,見積【みつ】もりが甘【あま】かったです。,Meeting - Estimate,polite,naive / too optimistic,"<ruby class=""vocab"">甘かった<rt>あまかった</rt></ruby>"
日程を再調整させてください。,Let me reschedule.,再調整,日程【にってい】を再調整【さいちょうせい】させてください。,Meeting - Schedule,polite,readjust,"<ruby class=""vocab"">再調整<rt>さいちょうせい</rt></ruby>"
30分後ろ倒しでお願いします。,"Push it back 30 minutes, please.",後ろ倒し,30分【ぷん】後【うし】ろ倒【だお】しでお願【ねが】いします。,Meeting - Schedule,polite,push back (time),"<ruby class=""vocab"">後ろ倒し<rt>うしろだおし</rt></ruby>"
前倒しできますか。,Can we move it earlier?,前倒し,前倒【まえだお】しできますか。,Meeting - Schedule,polite,move up (time),"<ruby class=""vocab"">前倒し<rt><span class=""pitch-l"">ま</span><span class=""pitch-h"">え</span><span class=""pitch-h"">だ</span><span class=""pitch-h"">お</span><span class=""pitch-h"">し</span></rt></ruby>"
空き時間に入れておいてください。,Just book it in an open slot.,空き時間,空【あ】き時間【じかん】に入【い】れておいてください。,Meeting - Schedule,polite,open slot,"<ruby class=""vocab"">空き時間<rt>あきじかん</rt></ruby>"
出欠の確認をお願いします。,Please confirm attendance.,出欠,出欠【しゅっけつ】の確認【かくにん】をお願【ねが】いします。,Meeting - Schedule,polite,attendance,"<ruby class=""vocab"">出欠<rt><span class=""pitch-l"">しゅ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">け</span><span class=""pitch-h"">つ</span></rt></ruby>"
任意参加です。,Attendance is optional.,任意参加,任意【にんい】参加【さんか】です。,Meeting - Schedule,polite,optional attendance,"<ruby class=""vocab"">任意参加<rt>にんいさんか</rt></ruby>"
この件は持ち帰らせてください。,Let me take this one back.,持ち帰らせて,この件【けん】は持【も】ち帰【かえ】らせてください。,Meeting - Defer,polite,let me take it back,"<ruby class=""vocab"">持ち帰らせて<rt>もちかえらせて</rt></ruby>"
別途相談させてください。,Let's discuss this separately.,別途,別途【べっと】相談【そうだん】させてください。,Meeting - Defer,polite,separately,"<ruby class=""vocab"">別途<rt><span class=""pitch-l"">べ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">と</span></rt></ruby>"
それは別件で話しましょう。,That's a separate topic.,別件,それは別件【べっけん】で話【はな】しましょう。,Meeting - Defer,polite,separate matter,"<ruby class=""vocab"">別件<rt><span class=""pitch-l"">べ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">け</span><span class=""pitch-h"">ん</span></rt></ruby>"
宿題にさせてください。,Let me take that as homework.,宿題,宿題【しゅくだい】にさせてください。,Meeting - Defer,polite,homework (action item),"<ruby class=""vocab"">宿題<rt><span class=""pitch-l"">しゅ</span><span class=""pitch-h"">く</span><span class=""pitch-h"">だ</span><span class=""pitch-h"">い</span></rt></ruby>"
持ち越しにしましょう。,Let's carry it over.,持ち越し,持【も】ち越【こ】しにしましょう。,Meeting - Defer,polite,carry over,"<ruby class=""vocab"">持ち越し<rt><span class=""pitch-l"">も</span><span class=""pitch-h"">ち</span><span class=""pitch-h"">こ</span><span class=""pitch-h"">し</span></rt></ruby>"
その場合はどうなりますか。,What happens in that case?,その場合,その場合【ばあい】はどうなりますか。,Meeting - Question,polite,in that case,"<ruby class=""vocab"">その場合<rt>そのばあい</rt></ruby>"
進め方のイメージはありますか。,Do you have a rough plan in mind?,進め方,進【すす】め方【かた】のイメージはありますか。,Meeting - Question,polite,way of proceeding,"<ruby class=""vocab"">進め方<rt>すすめかた</rt></ruby>"
温度感を教えてください。,How urgent is this for you?,温度感,温度感【おんどかん】を教【おし】えてください。,Meeting - Question,polite,sense of urgency,"<ruby class=""vocab"">温度感<rt>おんどかん</rt></ruby>"
脱線してすみません。,Sorry for going off track.,脱線,脱線【だっせん】してすみません。,Meeting - Apologize,polite,derail,"<ruby class=""vocab"">脱線<rt><span class=""pitch-l"">だ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">せ</span><span class=""pitch-h"">ん</span></rt></ruby>"
うまく説明できていなかったらすみません。,Sorry if I explained that poorly.,うまく,うまく説明【せつめい】できていなかったらすみません。,Meeting - Apologize,polite,well / properly,"<span class=""vocab""><span class=""pitch-l"">う</span><span class=""pitch-h"">ま</span><span class=""pitch-l"">く</span></span>"
口頭ですみません、後で文書化します。,"Sorry it's only verbal, I'll write it up.",口頭,口頭【こうとう】ですみません、後【あと】で文書化【ぶんしょか】します。,Meeting - Apologize,polite,verbal,"<ruby class=""vocab"">口頭<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">と</span><span class=""pitch-h"">う</span></rt></ruby>"
