Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
このコメントは古くなっています。,This comment is outdated.,古く,このコメントは古【ふる】くなっています。,Code Review - Outdated,polite,old,"<ruby class=""vocab"">古く<rt><span class=""pitch-l"">ふ</span><span class=""pitch-h"">る</span><span class=""pitch-l"">く</span></rt></ruby>"
このPRは古くなっています。更新をお願いします。,"This PR is stale, please update it.",古く,このPRは古【ふる】くなっています。更新【こうしん】をお願【ねが】いします。,Code Review - Stale,polite,old,"<ruby class=""vocab"">古く<rt><span class=""pitch-l"">ふ</span><span class=""pitch-h"">る</span><span class=""pitch-l"">く</span></rt></ruby>"
いくつかの変更を依頼しました。,I requested some changes.,変更を依頼,いくつかの変更【へんこう】を依頼【いらい】しました。,Code Review - Changes Requested,polite,request change,"<ruby class=""vocab"">変更を依頼<rt>へんこうをいらい</rt></ruby>"
PRは承認されました。,Your PR is approved.,承認,PRは承認【しょうにん】されました。,Code Review - Approved,polite,approve,"<ruby class=""vocab"">承認<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">に</span><span class=""pitch-h"">ん</span></rt></ruby>"
CIが通ったらマージできます。,You can merge after CI passes.,マージ,CIが通【とお】ったらマージできます。,Git - Merge,polite,merge,"<ruby class=""vocab"">マージ<rt><span class=""pitch-h"">ま</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">じ</span></rt></ruby>"
スカッシュマージでお願いします。,"Squash and merge, please.",スカッシュ,スカッシュマージでお願【ねが】いします。,Git - Squash,polite,squash,"<ruby class=""vocab"">スカッシュ<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">か</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">しゅ</span></rt></ruby>"
mainにリベースしてもらえますか？,Can you please rebase on main?,リベース,mainにリベースしてもらえますか？,Git - Rebase,polite,rebase,"<span class=""vocab"">リベース</span>"
まずマージコンフリクトを解決してもらえますか？,Can you resolve the merge conflicts first?,コンフリクト,まずマージコンフリクトを解決【かいけつ】してもらえますか？,Git - Conflict,polite,conflict,"<ruby class=""vocab"">コンフリクト<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ふ</span><span class=""pitch-h"">り</span><span class=""pitch-l"">く</span><span class=""pitch-l"">と</span></rt></ruby>"
差分がレビューしにくいです。,The diff is hard to review.,差分,差分【さぶん】がレビューしにくいです。,Git - Diff,polite,diff,"<ruby class=""vocab"">差分<rt><span class=""pitch-l"">さ</span><span class=""pitch-h"">ぶ</span><span class=""pitch-h"">ん</span></rt></ruby>"
このコードはとても読みやすいです。,This code is very readable.,読みやすい,このコードはとても読【よ】みやすいです。,Code Quality - Readability,polite,readable,"<ruby class=""vocab"">読みやすい<rt>よみやすい</rt></ruby>"
きれいな実装ですね。,Nice clean implementation.,きれい,きれいな実装【じっそう】ですね。,Data - Cleansing,polite,clean/nice,"<span class=""vocab""><span class=""pitch-h"">き</span><span class=""pitch-l"">れ</span><span class=""pitch-l"">い</span></span>"
エレガントな解決策ですね。,That's an elegant solution.,エレガント,エレガントな解決策【かいけつさく】ですね。,Code Quality - Clean,polite,elegant,"<ruby class=""vocab"">エレガント<rt><span class=""pitch-h"">え</span><span class=""pitch-l"">れ</span><span class=""pitch-l"">が</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">と</span></rt></ruby>"
これは少しハッキーな感じがします。,This feels a bit hacky.,ハッキー,これは少【すこ】しハッキーな感【かん】じがします。,Code Quality - Technical Debt,polite,hacky,"<span class=""vocab"">ハッキー</span>"
マジックナンバーを避けて定数を使った方がいいです。,It'd be better to avoid magic numbers and use constants.,マジックナンバー,マジックナンバーを避【さ】けて定数【ていすう】を使【つか】った方【ほう】がいいです。,Code Quality - Anti-Pattern,polite,magic number,"<span class=""vocab"">マジックナンバー</span>"
URLをハードコードしないでください。,Don't hardcode the URL.,ハードコード,URLをハードコードしないでください。,Code Quality - Anti-Pattern,polite,hardcode,"<span class=""vocab"">ハードコード</span>"
ここにコードの重複があります。,There's some code duplication here.,重複,ここにコードの重複【じゅうふく】があります。,Code Quality - Dry,polite,duplicate,"<ruby class=""vocab"">重複<rt><span class=""pitch-l"">じゅ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">ふ</span><span class=""pitch-h"">く</span></rt></ruby>"
これをDRYにしましょう。,Let's DRY this up.,DRY,これをDRYにしましょう。,Code Quality - Dry,polite,DRY (don't repeat),"<span class=""vocab"">DRY</span>"
このメソッドのリファクタリングを検討してください。,Consider refactoring this method.,リファクタリング,このメソッドのリファクタリングを検討【けんとう】してください。,Code Quality - Refactoring,polite,refactoring,"<span class=""vocab"">リファクタリング</span>"
これを別の関数に抽出してもらえますか？,Can you extract this into a separate function?,抽出,これを別【べつ】の関数【かんすう】に抽出【ちゅうしゅつ】してもらえますか？,Data - Etl,polite,extract,"<ruby class=""vocab"">抽出<rt><span class=""pitch-l"">ちゅ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">しゅ</span><span class=""pitch-h"">つ</span></rt></ruby>"
この変数はインライン化できます。,You can inline this variable.,インライン,この変数【へんすう】はインライン化【か】できます。,Code Quality - Refactoring,polite,inline,"<span class=""vocab"">インライン</span>"
より説明的な名前にリネームしてもらえますか？,Can you rename this to be more descriptive?,リネーム,より説明的【せつめいてき】な名前【なまえ】にリネームしてもらえますか？,Code Quality - Refactoring,polite,rename,"<span class=""vocab"">リネーム</span>"
このロジックを簡略化できます。,We can simplify this logic.,簡略化,このロジックを簡略化【かんりゃくか】できます。,Code Quality - Refactoring,polite,simplify,"<ruby class=""vocab"">簡略化<rt>かんりゃくか</rt></ruby>"
これが何をするか明確にしてもらえますか？,Can you clarify what this does?,明確に,これが何【なに】をするか明確【めいかく】にしてもらえますか？,Communication - Clarification,polite,clear,"<ruby class=""vocab"">明確に<rt>めいかくに</rt></ruby>"
この関数をドキュメント化してもらえますか？,Can you please document this function?,ドキュメント化,この関数【かんすう】をドキュメント化【か】してもらえますか？,Code Quality - Documentation,polite,documenting,"<ruby class=""vocab"">ドキュメント化<rt>どきゅめんとか</rt></ruby>"
理由を説明するコメントを追加してもらえますか？,Can you add a comment explaining why?,コメント,理由【りゆう】を説明【せつめい】するコメントを追加【ついか】してもらえますか？,Code Quality - Documentation,polite,comment,"<ruby class=""vocab"">コメント<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">め</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">と</span></rt></ruby>"
将来のクリーンアップのためにTODOを残しておいてください。,Make sure to leave a TODO for future cleanup.,TODO,将来【しょうらい】のクリーンアップのためにTODOを残【のこ】しておいてください。,Code Quality - Todo,polite,TODO,"<span class=""vocab"">TODO</span>"
既知の問題にFIXMEを追加してもらえますか？,Can you add FIXME for known issues?,FIXME,既知【きち】の問題【もんだい】にFIXMEを追加【ついか】してもらえますか？,Code Quality - Fixme,polite,FIXME,"<span class=""vocab"">FIXME</span>"
これは技術的負債を増やします。,This adds technical debt.,技術的負債,これは技術的【ぎじゅつてき】負債【ふさい】を増【ふ】やします。,Code Quality - Technical Debt,polite,tech debt,"<ruby class=""vocab"">技術的負債<rt>ぎじゅつてきふさい</rt></ruby>"
ここでのトレードオフは何ですか？,What's the tradeoff here?,トレードオフ,ここでのトレードオフは何【なん】ですか？,Architecture - Tradeoff,polite,trade-off,"<span class=""vocab"">トレードオフ</span>"
パフォーマンスの懸念はありますか？,Any performance concerns?,パフォーマンス,パフォーマンスの懸念【けねん】はありますか？,Performance - General,polite,performance,"<ruby class=""vocab"">パフォーマンス<rt><span class=""pitch-l"">ぱ</span><span class=""pitch-h"">ふぉ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ま</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">す</span></rt></ruby>"
セキュリティリスクはありますか？,Is there a security risk?,セキュリティリスク,セキュリティリスクはありますか？,Security - General,polite,security risk,"<span class=""vocab"">セキュリティリスク</span>"
エッジケースはどうですか？,What about edge cases?,エッジケース,エッジケースはどうですか？,Testing - Edge Case,polite,edge case,"<span class=""vocab"">エッジケース</span>"
ここにnullチェックを追加してもらえますか？,Can you add a null check here?,nullチェック,ここにnullチェックを追加【ついか】してもらえますか？,Code Quality - Validation,polite,null check,"<span class=""vocab"">nullチェック</span>"
エラーハンドリングを改善した方がいいです。,It'd be better to improve error handling.,エラーハンドリング,エラーハンドリングを改善【かいぜん】した方【ほう】がいいです。,Code Quality - Error Handling,polite,error handling,"<span class=""vocab"">エラーハンドリング</span>"
これは型安全性を向上させます。,This improves type safety.,型安全性,これは型【かた】安全性【あんぜんせい】を向上【こうじょう】させます。,Code Quality - Type Safety,polite,type safety,"<ruby class=""vocab"">型安全性<rt>かたあんぜんせい</rt></ruby>"
これはベストプラクティスに従っています。,This follows best practices.,ベストプラクティス,これはベストプラクティスに従【したが】っています。,Code Quality - Best Practice,polite,best practice,"<span class=""vocab"">ベストプラクティス</span>"
まずアーキテクチャについて話し合いましょう。,Let's discuss the architecture first.,アーキテクチャ,まずアーキテクチャについて話【はな】し合【あ】いましょう。,Architecture - General,polite,architecture,"<ruby class=""vocab"">アーキテクチャ<rt><span class=""pitch-l"">あ</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">き</span><span class=""pitch-h"">て</span><span class=""pitch-l"">く</span><span class=""pitch-l"">ちゃ</span></rt></ruby>"
設計にはもっと検討が必要です。,The design needs more thought.,設計,設計【せっけい】にはもっと検討【けんとう】が必要【ひつよう】です。,Architecture - Design,polite,design,"<ruby class=""vocab"">設計<rt><span class=""pitch-l"">せ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">け</span><span class=""pitch-h"">い</span></rt></ruby>"
ここはリポジトリパターンを使いましょう。,Let's use the repository pattern here.,パターン,ここはリポジトリパターンを使【つか】いましょう。,Architecture - Pattern,polite,pattern,"<ruby class=""vocab"">パターン<rt><span class=""pitch-l"">ぱ</span><span class=""pitch-h"">た</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ん</span></rt></ruby>"
これを小さなコンポーネントに分割した方がいいです。,It'd be better to break this into smaller components.,コンポーネント,これを小【ちい】さなコンポーネントに分割【ぶんかつ】した方【ほう】がいいです。,Architecture - Component,polite,component,"<ruby class=""vocab"">コンポーネント<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぽ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ね</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">と</span></rt></ruby>"
このロジック用にサービスを作成しましょう。,Let's create a service for this logic.,サービス,このロジック用【よう】にサービスを作成【さくせい】しましょう。,Architecture - Service,polite,service,"<ruby class=""vocab"">サービス<rt><span class=""pitch-h"">さ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">び</span><span class=""pitch-l"">す</span></rt></ruby>"
コントローラーはHTTPリクエストを処理します。,The controller handles HTTP requests.,コントローラー,コントローラーはHTTPリクエストを処理【しょり】します。,Architecture - Layer,polite,controller,"<ruby class=""vocab"">コントローラー<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">と</span><span class=""pitch-h"">ろ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ら</span><span class=""pitch-l"">ー</span></rt></ruby>"
認証用にミドルウェアを追加してもらえますか？,Can you add middleware for authentication?,ミドルウェア,認証【にんしょう】用【よう】にミドルウェアを追加【ついか】してもらえますか？,Architecture - Middleware,polite,middleware,"<ruby class=""vocab"">ミドルウェア<rt><span class=""pitch-l"">み</span><span class=""pitch-h"">ど</span><span class=""pitch-h"">る</span><span class=""pitch-h"">うぇ</span><span class=""pitch-l"">あ</span></rt></ruby>"
データアクセス層を分離すべきです。,You should keep the data access layer separate.,データアクセス層,データアクセス層【そう】を分離【ぶんり】すべきです。,Architecture - Layer,polite,data access layer,"<ruby class=""vocab"">データアクセス層<rt>でーたあくせすそう</rt></ruby>"
まずインターフェースを定義しましょう。,Let's define an interface first.,インターフェース,まずインターフェースを定義【ていぎ】しましょう。,Architecture - Interface,polite,interface,"<ruby class=""vocab"">インターフェース<rt><span class=""pitch-l"">い</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">た</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">ふぇ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">す</span></rt></ruby>"
この抽象化は複雑すぎます。,This abstraction is too complex.,抽象化,この抽象化【ちゅうしょうか】は複雑【ふくざつ】すぎます。,Architecture - Abstraction,polite,abstraction,"<ruby class=""vocab"">抽象化<rt>ちゅうしょうか</rt></ruby>"
実装の詳細をカプセル化すべきです。,You should encapsulate the implementation details.,カプセル化,実装【じっそう】の詳細【しょうさい】をカプセル化【か】すべきです。,Architecture - Encapsulation,polite,encapsulation,"<ruby class=""vocab"">カプセル化<rt>かぷせるか</rt></ruby>"
継承より合成を優先すべきです。,You should prefer composition over inheritance.,継承,継承【けいしょう】より合成【ごうせい】を優先【ゆうせん】すべきです。,Architecture - Inheritance,polite,inherit,"<ruby class=""vocab"">継承<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">い</span><span class=""pitch-h"">しょ</span><span class=""pitch-h"">う</span></rt></ruby>"
柔軟性のために合成を使ってください。,Use composition for flexibility.,合成,柔軟性【じゅうなんせい】のために合成【ごうせい】を使【つか】ってください。,Architecture - Composition,polite,composition,"<ruby class=""vocab"">合成<rt><span class=""pitch-l"">ご</span><span class=""pitch-h"">う</span><span class=""pitch-h"">せ</span><span class=""pitch-h"">い</span></rt></ruby>"
テストのために依存性注入を使ってください。,Use dependency injection for testing.,依存性注入,テストのために依存性【いぞんせい】注入【ちゅうにゅう】を使【つか】ってください。,Architecture - Di,polite,DI,"<ruby class=""vocab"">依存性注入<rt>いぞんせいちゅうにゅう</rt></ruby>"
これをシングルトンにしてもらえますか？,Can you make this a singleton?,シングルトン,これをシングルトンにしてもらえますか？,Architecture - Pattern,polite,singleton,"<ruby class=""vocab"">シングルトン<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぐ</span><span class=""pitch-l"">る</span><span class=""pitch-l"">と</span><span class=""pitch-l"">ん</span></rt></ruby>"
インスタンスを作成するためにファクトリーを使ってください。,Use a factory to create instances.,ファクトリー,インスタンスを作成【さくせい】するためにファクトリーを使【つか】ってください。,Architecture - Pattern,polite,factory,"<ruby class=""vocab"">ファクトリー<rt><span class=""pitch-h"">ふぁ</span><span class=""pitch-l"">く</span><span class=""pitch-l"">と</span><span class=""pitch-l"">り</span><span class=""pitch-l"">ー</span></rt></ruby>"
オブザーバーパターンを実装してもらえますか？,Can you implement the observer pattern?,オブザーバー,オブザーバーパターンを実装【じっそう】してもらえますか？,Architecture - Pattern,polite,observer,"<ruby class=""vocab"">オブザーバー<rt><span class=""pitch-l"">お</span><span class=""pitch-h"">ぶ</span><span class=""pitch-h"">ざ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ば</span><span class=""pitch-l"">ー</span></rt></ruby>"
MVCアーキテクチャに従っています。,We follow MVC architecture.,MVC,MVCアーキテクチャに従【したが】っています。,Architecture - Mvc,polite,MVC (pattern),"<span class=""vocab"">MVC</span>"
マイクロサービスに移行しています。,We're migrating to microservices.,マイクロサービス,マイクロサービスに移行【いこう】しています。,Architecture - Microservices,polite,microservices,"<span class=""vocab"">マイクロサービス</span>"
モノリスは保守が難しいです。,The monolith is hard to maintain.,モノリス,モノリスは保守【ほしゅ】が難【むずか】しいです。,Architecture - Monolith,polite,monolith,"<ruby class=""vocab"">モノリス<rt><span class=""pitch-h"">も</span><span class=""pitch-l"">の</span><span class=""pitch-l"">り</span><span class=""pitch-l"">す</span></rt></ruby>"
コードはモジュラーに保つべきです。,You should keep the code modular.,モジュラー,コードはモジュラーに保【たも】つべきです。,Architecture - Modular,polite,modular,"<ruby class=""vocab"">モジュラー<rt><span class=""pitch-l"">も</span><span class=""pitch-h"">じゅ</span><span class=""pitch-h"">ら</span><span class=""pitch-h"">ー</span></rt></ruby>"
これはスケーラブルである必要があります。,This needs to be scalable.,スケーラブル,これはスケーラブルである必要【ひつよう】があります。,Architecture - Scalability,polite,scalable,"<ruby class=""vocab"">スケーラブル<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">け</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ら</span><span class=""pitch-l"">ぶ</span><span class=""pitch-l"">る</span></rt></ruby>"
保守可能なコードを書きましょう。,Let's write maintainable code.,保守可能,保守【ほしゅ】可能【かのう】なコードを書【か】きましょう。,Code Quality - Maintainability,polite,maintainable,"<ruby class=""vocab"">保守可能<rt>ほしゅかのう</rt></ruby>"
将来のニーズのために拡張可能にしてください。,Make it extensible for future needs.,拡張可能,将来【しょうらい】のニーズのために拡張【かくちょう】可能【かのう】にしてください。,Architecture - Extensibility,polite,extensible,"<ruby class=""vocab"">拡張可能<rt>かくちょうかのう</rt></ruby>"
このコンポーネントは再利用可能です。,This component is reusable.,再利用可能,このコンポーネントは再利用【さいりよう】可能【かのう】です。,Architecture - Reusability,polite,reusable,"<ruby class=""vocab"">再利用可能<rt>さいりようかのう</rt></ruby>"
この設計はよりテスト可能です。,This design is more testable.,テスト可能,この設計【せっけい】はよりテスト可能【かのう】です。,Architecture - Testability,polite,testable,"<ruby class=""vocab"">テスト可能<rt>てすとかのう</rt></ruby>"
サービスを疎結合に保ってください。,Keep services loosely coupled.,疎結合,サービスを疎結合【そけつごう】に保【たも】ってください。,Architecture - Coupling,polite,loose coupling,"<ruby class=""vocab"">疎結合<rt>そけつごう</rt></ruby>"
これらのモジュールは密結合すぎます。,These modules are too tightly coupled.,密結合,これらのモジュールは密結合【みつけつごう】すぎます。,Architecture - Coupling,polite,tight coupling,"<ruby class=""vocab"">密結合<rt>みつけつごう</rt></ruby>"
高凝集度は良いことです。,High cohesion is good.,凝集度,高【こう】凝集度【ぎょうしゅうど】は良【よ】いことです。,Architecture - Cohesion,polite,cohesion,"<ruby class=""vocab"">凝集度<rt>ぎょうしゅうど</rt></ruby>"
低結合度が望ましいです。,Low coupling is preferred.,結合度,低【てい】結合度【けつごうど】が望【のぞ】ましいです。,Architecture - Coupling,polite,coupling,"<ruby class=""vocab"">結合度<rt>けつごうど</rt></ruby>"
関心の分離に従うべきです。,You should follow separation of concerns.,関心の分離,関心【かんしん】の分離【ぶんり】に従【したが】うべきです。,Architecture - Soc,polite,separation of concerns,"<ruby class=""vocab"">関心の分離<rt>かんしんのぶんり</rt></ruby>"
各クラスは単一責任を持ちます。,Each class has single responsibility.,単一責任,各【かく】クラスは単一【たんいつ】責任【せきにん】を持【も】ちます。,Architecture - Solid,polite,single responsibility,"<ruby class=""vocab"">単一責任<rt>たんいつせきにん</rt></ruby>"
SOLID原則を適用しましょう。,Let's apply SOLID principles.,SOLID,SOLID原則【げんそく】を適用【てきよう】しましょう。,Architecture - Solid,polite,SOLID (principles),"<span class=""vocab"">SOLID</span>"
自分を繰り返さないでください。,Don't repeat yourself.,繰り返さない,自分【じぶん】を繰【く】り返【かえ】さないでください。,Code Quality - Dry,polite,don't repeat,"<ruby class=""vocab"">繰り返さない<rt>くりかえさない</rt></ruby>"
シンプルに保ってください。,Keep it simple stupid.,シンプル,シンプルに保【たも】ってください。,Code Quality - Kiss,polite,simple,"<ruby class=""vocab"">シンプル<rt><span class=""pitch-h"">し</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">ぷ</span><span class=""pitch-l"">る</span></rt></ruby>"
必要になるまで作らないでください。,You aren't gonna need it.,必要になるまで,必要【ひつよう】になるまで作【つく】らないでください。,Code Quality - Yagni,polite,until needed,"<ruby class=""vocab"">必要になるまで<rt>ひつようになるまで</rt></ruby>"
技術スタックは何ですか？,What's your tech stack?,技術スタック,技術【ぎじゅつ】スタックは何【なん】ですか？,Architecture - Stack,polite,tech stack,"<ruby class=""vocab"">技術スタック<rt>ぎじゅつすたっく</rt></ruby>"
どのフレームワークを使っていますか？,Which framework do you use?,フレームワーク,どのフレームワークを使【つか】っていますか？,Architecture - Framework,polite,framework,"<ruby class=""vocab"">フレームワーク<rt><span class=""pitch-l"">ふ</span><span class=""pitch-h"">れ</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">む</span><span class=""pitch-h"">わ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">く</span></rt></ruby>"
既存のライブラリを使った方がいいです。,It'd be better to use an existing library.,ライブラリ,既存【きそん】のライブラリを使【つか】った方【ほう】がいいです。,Architecture - Library,polite,library,"<ruby class=""vocab"">ライブラリ<rt><span class=""pitch-h"">ら</span><span class=""pitch-l"">い</span><span class=""pitch-l"">ぶ</span><span class=""pitch-l"">ら</span><span class=""pitch-l"">り</span></rt></ruby>"
公式SDKを使った方がいいです。,It'd be better to use the official SDK.,SDK,公式【こうしき】SDKを使【つか】った方【ほう】がいいです。,Architecture - Sdk,polite,SDK,"<span class=""vocab"">SDK</span>"
API設計をレビューしましょう。,Let's review the API design.,API設計,API設計【せっけい】をレビューしましょう。,Api - Design,polite,API design,"<ruby class=""vocab"">API設計<rt>APIせっけい</rt></ruby>"
まずAPIコントラクトを定義しましょう。,Let's define the API contract first.,コントラクト,まずAPIコントラクトを定義【ていぎ】しましょう。,Api - Contract,polite,contract,"<ruby class=""vocab"">コントラクト<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">と</span><span class=""pitch-h"">ら</span><span class=""pitch-l"">く</span><span class=""pitch-l"">と</span></rt></ruby>"
APIバージョニングはどう処理していますか？,How do you handle API versioning?,バージョニング,APIバージョニングはどう処理【しょり】していますか？,Api - Versioning,polite,versioning,"<span class=""vocab"">バージョニング</span>"
この変更は後方互換性があります。,This change is backward compatible.,後方互換性,この変更【へんこう】は後方【こうほう】互換性【ごかんせい】があります。,Api - Compatibility,polite,backward compatibility,"<ruby class=""vocab"">後方互換性<rt>こうほうごかんせい</rt></ruby>"
これは破壊的変更です。,This is a breaking change.,破壊的変更,これは破壊的【はかいてき】変更【へんこう】です。,Api - Breaking Change,polite,breaking change,"<ruby class=""vocab"">破壊的変更<rt>はかいてきへんこう</rt></ruby>"
古いエンドポイントを非推奨にしましょう。,Let's deprecate the old endpoint.,非推奨,古【ふる】いエンドポイントを非推奨【ひすいしょう】にしましょう。,Api - Deprecation,polite,deprecated,"<ruby class=""vocab"">非推奨<rt>ひすいしょう</rt></ruby>"
このAPIは来年サンセット予定です。,This API is scheduled to sunset next year.,サンセット,このAPIは来年【らいねん】サンセット予定【よてい】です。,Api - Sunset,polite,sunset,"<ruby class=""vocab"">サンセット<rt><span class=""pitch-l"">さ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">せ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">と</span></rt></ruby>"
マイグレーションを慎重に計画すべきです。,You should plan the migration carefully.,計画,マイグレーションを慎重【しんちょう】に計画【けいかく】すべきです。,Workflow - Planning,polite,plan,"<ruby class=""vocab"">計画<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">い</span><span class=""pitch-h"">か</span><span class=""pitch-h"">く</span></rt></ruby>"
