Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
対応済み。リリース待ち。,Handled. Awaiting release.,対応済み,対応【たいおう】済【ず】み。リリース待【ま】ち。,Ticket - Status,formal,handled / done,"<ruby class=""vocab"">対応済み<rt>たいおうずみ</rt></ruby>"
動作確認済み。問題なし。,Verified working. No issues.,動作確認,動作【どうさ】確認【かくにん】済【ず】み。問題【もんだい】なし。,Ticket - Status,formal,operation check,"<ruby class=""vocab"">動作確認<rt>どうさかくにん</rt></ruby>"
クローズ理由：仕様通りの挙動のため。,Close reason: works as specified.,仕様通り,クローズ理由【りゆう】：仕様【しよう】通【どお】りの挙動【きょどう】のため。,Ticket - Status,formal,as specified,"<ruby class=""vocab"">仕様通り<rt>しようどおり</rt></ruby>"
ボタンの文言を修正。,Fix button label.,文言,ボタンの文言【もんごん】を修正【しゅうせい】。,Commit - Message,formal,wording / label text,"<ruby class=""vocab"">文言<rt><span class=""pitch-l"">も</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ご</span><span class=""pitch-h"">ん</span></rt></ruby>"
不要なログ出力を削除。,Remove unnecessary log output.,ログ出力,不要【ふよう】なログ出力【しゅつりょく】を削除【さくじょ】。,Commit - Message,formal,log output,"<ruby class=""vocab"">ログ出力<rt>ろぐしゅつりょく</rt></ruby>"
タイムアウト処理を追加。,Add timeout handling.,タイムアウト処理,タイムアウト処理【しょり】を追加【ついか】。,Commit - Message,formal,timeout handling,"<ruby class=""vocab"">タイムアウト処理<rt>たいむあうとしょり</rt></ruby>"
変数名のtypoを修正。,Fix variable name typo.,typo,変数名【へんすうめい】のtypoを修正【しゅうせい】。,Commit - Message,formal,typo,"<span class=""vocab"">typo</span>"
認証まわりをリファクタリング。,Refactor auth-related code.,まわり,認証【にんしょう】まわりをリファクタリング。,Commit - Message,formal,around / related to,"<span class=""vocab""><span class=""pitch-l"">ま</span><span class=""pitch-h"">わ</span><span class=""pitch-h"">り</span></span>"
依存関係を最新化。,Update dependencies.,最新化,依存【いぞん】関係【かんけい】を最新化【さいしんか】。,Commit - Message,formal,bring up to date,"<ruby class=""vocab"">最新化<rt>さいしんか</rt></ruby>"
テストの不安定さを解消。,Fix test flakiness.,解消,テストの不安定【ふあんてい】さを解消【かいしょう】。,Commit - Message,formal,resolve / eliminate,"<ruby class=""vocab"">解消<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">い</span><span class=""pitch-h"">しょ</span><span class=""pitch-h"">う</span></rt></ruby>"
変更内容：検索ロジックの最適化。,Changes: search logic optimization.,変更内容,変更【へんこう】内容【ないよう】：検索【けんさく】ロジックの最適化【さいてきか】。,Pr - Description,formal,change contents,"<ruby class=""vocab"">変更内容<rt>へんこうないよう</rt></ruby>"
確認方法：ローカルでnpm testを実行。,How to verify: run npm test locally.,確認方法,確認【かくにん】方法【ほうほう】：ローカルでnpm testを実行【じっこう】。,Pr - Description,formal,verification method,"<ruby class=""vocab"">確認方法<rt>かくにんほうほう</rt></ruby>"
レビュー観点：エラーハンドリングの妥当性。,Review focus: error-handling validity.,レビュー観点,レビュー観点【かんてん】：エラーハンドリングの妥当性【だとうせい】。,Pr - Description,formal,review perspective,"<ruby class=""vocab"">レビュー観点<rt>れびゅーかんてん</rt></ruby>"
補足：マイグレーションは別PRで行う。,Note: migration handled in a separate PR.,別PR,補足【ほそく】：マイグレーションは別【べつ】PRで行【おこな】う。,Pr - Description,formal,separate PR,"<ruby class=""vocab"">別PR<rt>べつPR</rt></ruby>"
動作のGIFを貼った。,Added a GIF of the behavior.,GIF,動作【どうさ】のGIFを貼【は】った。,Pr - Description,formal,GIF,"<span class=""vocab"">GIF</span>"
マージ後にステージングで確認する。,Verify on staging after merge.,マージ後,マージ後【ご】にステージングで確認【かくにん】する。,Pr - Workflow,formal,after merge,"<ruby class=""vocab"">マージ後<rt>まーじご</rt></ruby>"
コンフリクトを解消してから再レビューを依頼。,"Resolve conflicts, then re-request review.",再レビュー,コンフリクトを解消【かいしょう】してから再【さい】レビューを依頼【いらい】。,Pr - Workflow,formal,re-review,"<ruby class=""vocab"">再レビュー<rt>さいれびゅー</rt></ruby>"
仕様は要件定義書の3章を参照。,Spec: see chapter 3 of the requirements doc.,要件定義書,仕様【しよう】は要件【ようけん】定義書【ていぎしょ】の3章【しょう】を参照【さんしょう】。,Ticket - Reference,formal,requirements document,"<ruby class=""vocab"">要件定義書<rt>ようけんていぎしょ</rt></ruby>"
リリースノートに記載済み。,Already noted in the release notes.,記載,リリースノートに記載【きさい】済【ず】み。,Ticket - Status,formal,noted / written,"<ruby class=""vocab"">記載<rt><span class=""pitch-l"">き</span><span class=""pitch-h"">さ</span><span class=""pitch-h"">い</span></rt></ruby>"
工数見積もり：約2人日。,Effort estimate: about 2 person-days.,工数見積もり,工数【こうすう】見積【みつ】もり：約【やく】2人日【にんにち】。,Ticket - Estimate,formal,effort estimate,"<ruby class=""vocab"">工数見積もり<rt>こうすうみつもり</rt></ruby>"
検証環境で再現せず。,Could not reproduce in the test environment.,再現せず,検証【けんしょう】環境【かんきょう】で再現【さいげん】せず。,Ticket - Status,formal,no repro (written),"<ruby class=""vocab"">再現せず<rt>さいげんせず</rt></ruby>"
既知の問題として登録した。,Logged as a known issue.,既知,既知【きち】の問題【もんだい】として登録【とうろく】した。,Ticket - Status,formal,known,"<ruby class=""vocab"">既知<rt><span class=""pitch-h"">き</span><span class=""pitch-l"">ち</span></rt></ruby>"
仕様変更に伴う修正。,Fix accompanying the spec change.,に伴う,仕様【しよう】変更【へんこう】に伴【ともな】う修正【しゅうせい】。,Commit - Message,formal,accompanying,"<ruby class=""vocab"">に伴う<rt>にともなう</rt></ruby>"
後方互換性を維持した。,Maintained backward compatibility.,維持した,後方【こうほう】互換性【ごかんせい】を維持【いじ】した。,Pr - Description,formal,maintained,"<ruby class=""vocab"">維持した<rt>いじした</rt></ruby>"
この変更により読み込みが約30パーセント高速化。,This change speeds up loading ~30%.,高速化,この変更【へんこう】により読【よ】み込【こ】みが約【やく】30パーセント高速化【こうそくか】。,Pr - Description,formal,speedup,"<ruby class=""vocab"">高速化<rt>こうそくか</rt></ruby>"
詳細設計は追って追記する。,Detailed design to be added later.,追記,詳細【しょうさい】設計【せっけい】は追【お】って追記【ついき】する。,Ticket - Reference,formal,addendum / append,"<ruby class=""vocab"">追記<rt><span class=""pitch-l"">つ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">き</span></rt></ruby>"
