Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
社内の技術知見を外部に発信していきましょう。,Let's start sharing our internal technical knowledge externally.,発信,社内【しゃない】の技術知見【ぎじゅつちけん】を外部【がいぶ】に発信【はっしん】していきましょう。,Blog - Sharing,polite,share / broadcast,"<ruby class=""vocab"">発信<rt><span class=""pitch-l"">は</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">し</span><span class=""pitch-h"">ん</span></rt></ruby>"
新機能の紹介ブログを書いてもらえますか。,Could you write an introductory blog post about the new feature?,紹介,新機能【しんきのう】の紹介【しょうかい】ブログを書【か】いてもらえますか。,Blog - Introduction,polite,introduction,"<ruby class=""vocab"">紹介<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">か</span><span class=""pitch-h"">い</span></rt></ruby>"
障害対応の事例を記事にして共有してください。,Please write up the incident response case as an article and share it.,事例,障害対応【しょうがいたいおう】の事例【じれい】を記事【きじ】にして共有【きょうゆう】してください。,Blog - Case Study,polite,case study,"<ruby class=""vocab"">事例<rt><span class=""pitch-l"">じ</span><span class=""pitch-h"">れ</span><span class=""pitch-h"">い</span></rt></ruby>"
読者にわかりやすいようにコード例を載せてください。,Please include code examples so it's easy for readers to understand.,読者,読者【どくしゃ】にわかりやすいようにコード例【れい】を載【の】せてください。,Blog - Writing,polite,reader,"<ruby class=""vocab"">読者<rt><span class=""pitch-h"">ど</span><span class=""pitch-l"">く</span><span class=""pitch-l"">しゃ</span></rt></ruby>"
この技術記事は実装の背景まで詳しく書かれていて参考になります。,This technical article is helpful because it covers the implementation background in detail.,参考,この技術【ぎじゅつ】記事【きじ】は実装【じっそう】の背景【はいけい】まで詳【くわ】しく書【か】かれていて参考【さんこう】になります。,Blog - Context,polite,reference / helpful,"<ruby class=""vocab"">参考<rt><span class=""pitch-l"">さ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">こ</span><span class=""pitch-h"">う</span></rt></ruby>"
ドキュメントの目次を整理してください。,Please organize the table of contents of the document.,目次,ドキュメントの目次【もくじ】を整理【せいり】してください。,Documentation - TOC,polite,table of contents,"<ruby class=""vocab"">目次<rt><span class=""pitch-l"">も</span><span class=""pitch-h"">く</span><span class=""pitch-h"">じ</span></rt></ruby>"
初版は下書きとして共有します。,I'll share the first version as a draft.,下書き,初版【しょはん】は下書【したが】きとして共有【きょうゆう】します。,Documentation - Draft,polite,draft,"<ruby class=""vocab"">下書き<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">た</span><span class=""pitch-h"">が</span><span class=""pitch-h"">き</span></rt></ruby>"
セットアップ方法の補足をWikiに追加しました。,I added supplementary setup instructions to the wiki.,補足,セットアップ方法【ほうほう】の補足【ほそく】をウィキに追加【ついか】しました。,Documentation - Supplement,polite,supplement / additional note,"<ruby class=""vocab"">補足<rt><span class=""pitch-l"">ほ</span><span class=""pitch-h"">そ</span><span class=""pitch-h"">く</span></rt></ruby>"
ポストモーテムの記事は誰が執筆しますか。,Who will write the post-mortem article?,執筆,ポストモーテムの記事【きじ】は誰【だれ】が執筆【しっぴつ】しますか。,Documentation - Authoring,polite,write / author,"<ruby class=""vocab"">執筆<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">ぴ</span><span class=""pitch-h"">つ</span></rt></ruby>"
機能の優先度は顧客価値で判断すべきです。,Feature priority should be judged by customer value.,顧客価値,機能【きのう】の優先度【ゆうせんど】は顧客価値【こきゃくかち】で判断【はんだん】すべきです。,Engineering - Customer Value,polite,customer value,"<ruby class=""vocab"">顧客価値<rt>こきゃくかち</rt></ruby>"
アウトプットの量ではなく成果で評価すべきです。,"We should evaluate by outcomes, not output volume.",成果,アウトプットの量【りょう】ではなく成果【せいか】で評価【ひょうか】すべきです。,Engineering - Outcome,polite,outcome,"<ruby class=""vocab"">成果<rt><span class=""pitch-h"">せ</span><span class=""pitch-l"">い</span><span class=""pitch-l"">か</span></rt></ruby>"
何を作らないかの判断が最も難しいです。,The decision of what not to build is the hardest.,判断,何【なに】を作【つく】らないかの判断【はんだん】が最【もっと】も難【むずか】しいです。,Engineering - Judgment,polite,judgment / decision,"<ruby class=""vocab"">判断<rt><span class=""pitch-h"">は</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">だ</span><span class=""pitch-l"">ん</span></rt></ruby>"
ハーネスへの投資は複利のように効いてきます。,Investment in the harness compounds like interest over time.,複利,ハーネスへの投資【とうし】は複利【ふくり】のように効【き】いてきます。,Engineering - Compound,polite,compound interest,"<ruby class=""vocab"">複利<rt><span class=""pitch-l"">ふ</span><span class=""pitch-h"">く</span><span class=""pitch-l"">り</span></rt></ruby>"
むやみな機能追加はプロダクトを複雑にします。,Reckless feature additions make the product complex.,機能追加,むやみな機能追加【きのうついか】はプロダクトを複雑【ふくざつ】にします。,Engineering - Feature Creep,polite,feature addition,"<ruby class=""vocab"">機能追加<rt>きのうついか</rt></ruby>"
議事録は会議の翌日までに共有してください。,Please share the meeting minutes by the day after the meeting.,議事録,議事録【ぎじろく】は会議【かいぎ】の翌日【よくじつ】までに共有【きょうゆう】してください。,Documentation - Minutes,polite,meeting minutes,"<ruby class=""vocab"">議事録<rt>ぎじろく</rt></ruby>"
要件定義が曖昧なまま実装を始めると手戻りが発生します。,Starting implementation with vague requirements leads to rework.,要件定義,要件定義【ようけんていぎ】が曖昧【あいまい】なまま実装【じっそう】を始【はじ】めると手戻【てもど】りが発生【はっせい】します。,Documentation - Requirements,polite,requirements definition,"<ruby class=""vocab"">要件定義<rt>ようけんていぎ</rt></ruby>"
提案書にコスト見積もりとスケジュールを含めてください。,Please include a cost estimate and schedule in the proposal.,提案書,提案書【ていあんしょ】にコスト見積【みつ】もりとスケジュールを含【ふく】めてください。,Documentation - Proposal,polite,proposal document,"<ruby class=""vocab"">提案書<rt>ていあんしょ</rt></ruby>"
プロジェクトの用語集を作成して認識を統一しましょう。,Let's create a project glossary to align everyone's understanding.,用語集,プロジェクトの用語集【ようごしゅう】を作成【さくせい】して認識【にんしき】を統一【とういつ】しましょう。,Documentation - Glossary,polite,glossary,"<ruby class=""vocab"">用語集<rt>ようごしゅう</rt></ruby>"
テンプレートを使えばドキュメントの品質を均一にできます。,Using templates ensures uniform document quality.,テンプレート,テンプレートを使【つか】えばドキュメントの品質【ひんしつ】を均一【きんいつ】にできます。,Documentation - Template,polite,template,"<ruby class=""vocab"">テンプレート<rt><span class=""pitch-l"">て</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぷ</span><span class=""pitch-h"">れ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">と</span></rt></ruby>"
アーキテクチャの図解を追加してドキュメントをわかりやすくしましょう。,Let's add an architecture diagram to make the document easier to understand.,図解,アーキテクチャの図解【ずかい】を追加【ついか】してドキュメントをわかりやすくしましょう。,Documentation - Diagram,polite,diagram / illustration,"<ruby class=""vocab"">図解<rt><span class=""pitch-l"">ず</span><span class=""pitch-h"">か</span><span class=""pitch-h"">い</span></rt></ruby>"
初めての開発者向けにチュートリアルを用意してください。,Please prepare a tutorial for first-time developers.,チュートリアル,初【はじ】めての開発者【かいはつしゃ】向【む】けにチュートリアルを用意【ようい】してください。,Documentation - Tutorial,polite,tutorial,"<ruby class=""vocab"">チュートリアル<rt><span class=""pitch-l"">ちゅ</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">と</span><span class=""pitch-h"">り</span><span class=""pitch-l"">あ</span><span class=""pitch-l"">る</span></rt></ruby>"
よくある質問をまとめてサポートの負荷を減らしましょう。,Let's compile frequently asked questions to reduce the support burden.,よくある質問,よくある質問【しつもん】をまとめてサポートの負荷【ふか】を減【へ】らしましょう。,Documentation - FAQ,polite,frequently asked questions,"<ruby class=""vocab"">よくある質問<rt>よくあるしつもん</rt></ruby>"
ナレッジベースに障害対応の知見を蓄積しています。,We accumulate incident response knowledge in the knowledge base.,ナレッジベース,ナレッジベースに障害対応【しょうがいたいおう】の知見【ちけん】を蓄積【ちくせき】しています。,Documentation - Knowledge Base,polite,knowledge base,"<span class=""vocab"">ナレッジベース</span>"
公開前に校正を依頼してから記事を出しましょう。,Let's request proofreading before publishing the article.,校正,公開前【こうかいまえ】に校正【こうせい】を依頼【いらい】してから記事【きじ】を出【だ】しましょう。,Documentation - Proofreading,polite,proofreading,"<ruby class=""vocab"">校正<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">せ</span><span class=""pitch-h"">い</span></rt></ruby>"
ドキュメントの改訂版を本日中に公開します。,I'll publish the revised version of the documentation by the end of today.,改訂,ドキュメントの改訂版【かいていばん】を本日中【ほんじつちゅう】に公開【こうかい】します。,Documentation - Revision,polite,revision,"<ruby class=""vocab"">改訂<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">い</span><span class=""pitch-h"">て</span><span class=""pitch-h"">い</span></rt></ruby>"
海外チーム向けにドキュメントの英語翻訳が必要です。,We need an English translation of the documentation for the overseas team.,翻訳,海外【かいがい】チーム向【む】けにドキュメントの英語翻訳【えいごほんやく】が必要【ひつよう】です。,Documentation - Translation,polite,translation,"<ruby class=""vocab"">翻訳<rt><span class=""pitch-l"">え</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ご</span><span class=""pitch-h"">ほ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">や</span><span class=""pitch-h"">く</span></rt></ruby>"
ドキュメントにサンプルコードを必ず含めてください。,Please always include sample code in the documentation.,サンプルコード,ドキュメントにサンプルコードを必【かなら】ず含【ふく】めてください。,Documentation - Sample Code,polite,sample code,"<span class=""vocab"">サンプルコード</span>"
ドキュメントを定期的に棚卸しして古い情報を廃止しましょう。,Let's periodically audit documents and retire outdated information.,棚卸し,ドキュメントを定期的【ていきてき】に棚卸【たなおろ】しして古【ふる】い情報【じょうほう】を廃止【はいし】しましょう。,Documentation - Audit,polite,audit / inventory,"<ruby class=""vocab"">棚卸し<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">な</span><span class=""pitch-h"">お</span><span class=""pitch-h"">ろ</span><span class=""pitch-h"">し</span></rt></ruby>"
スプリントの振り返りで改善点を話し合いましょう。,Let's discuss improvement points in the sprint retrospective.,振り返り,スプリントの振【ふ】り返【かえ】りで改善点【かいぜんてん】を話【はな】し合【あ】いましょう。,Engineering - Retrospective,polite,retrospective,"<ruby class=""vocab"">振り返り<rt><span class=""pitch-l"">ふ</span><span class=""pitch-h"">り</span><span class=""pitch-h"">か</span><span class=""pitch-l"">え</span><span class=""pitch-l"">り</span></rt></ruby>"
心理的安全性がないとチームは率直な意見を言えません。,"Without psychological safety, the team cannot express honest opinions.",心理的安全性,心理的安全性【しんりてきあんぜんせい】がないとチームは率直【そっちょく】な意見【いけん】を言【い】えません。,Engineering - Psychological Safety,polite,psychological safety,"<ruby class=""vocab"">心理的安全性<rt>しんりてきあんぜんせい</rt></ruby>"
コーディング規約をチーム全体で統一しましょう。,Let's standardize coding conventions across the entire team.,規約,コーディング規約【きやく】をチーム全体【ぜんたい】で統一【とういつ】しましょう。,Engineering - Convention,polite,convention / rules,"<ruby class=""vocab"">規約<rt><span class=""pitch-l"">き</span><span class=""pitch-h"">や</span><span class=""pitch-h"">く</span></rt></ruby>"
技術選定の判断基準をドキュメントに残してください。,Please document the criteria used for technology selection decisions.,技術選定,技術選定【ぎじゅつせんてい】の判断基準【はんだんきじゅん】をドキュメントに残【のこ】してください。,Engineering - Technology Selection,polite,technology selection,"<ruby class=""vocab"">技術選定<rt>ぎじゅつせんてい</rt></ruby>"
この機能は属人化しているので知識を共有する必要があります。,"This feature has become siloed, so we need to share the knowledge.",属人化,この機能【きのう】は属人化【ぞくじんか】しているので知識【ちしき】を共有【きょうゆう】する必要【ひつよう】があります。,Engineering - Knowledge Silo,polite,knowledge silo / bus factor,"<ruby class=""vocab"">属人化<rt>ぞくじんか</rt></ruby>"
プロジェクトの引き継ぎ資料を作成してください。,Please create handover documentation for the project.,引き継ぎ,プロジェクトの引【ひ】き継【つ】ぎ資料【しりょう】を作成【さくせい】してください。,Engineering - Handover,polite,handover,"<ruby class=""vocab"">引き継ぎ<rt><span class=""pitch-l"">ひ</span><span class=""pitch-h"">き</span><span class=""pitch-h"">つ</span><span class=""pitch-h"">ぎ</span></rt></ruby>"
チームの方針として小さく頻繁にデプロイすることにしました。,"As a team policy, we decided to deploy small and frequently.",方針,チームの方針【ほうしん】として小【ちい】さく頻繁【ひんぱん】にデプロイすることにしました。,Engineering - Policy,polite,policy,"<ruby class=""vocab"">方針<rt><span class=""pitch-l"">ほ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">し</span><span class=""pitch-h"">ん</span></rt></ruby>"
原則としてプルリクエストのレビューは24時間以内に行います。,"As a rule, pull request reviews are done within 24 hours.",原則,原則【げんそく】としてプルリクエストのレビューは24時間以内【じかんいない】に行【おこな】います。,Engineering - Principle,polite,principle,"<ruby class=""vocab"">原則<rt><span class=""pitch-l"">げ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">そ</span><span class=""pitch-h"">く</span></rt></ruby>"
テストの標準化を進めてプロジェクト間の品質を揃えましょう。,Let's advance test standardization to align quality across projects.,標準化,テストの標準化【ひょうじゅんか】を進【すす】めてプロジェクト間【かん】の品質【ひんしつ】を揃【そろ】えましょう。,Engineering - Standardization,polite,standardization,"<ruby class=""vocab"">標準化<rt>ひょうじゅんか</rt></ruby>"
継続的な改善がチームの生産性を高めます。,Continuous improvement increases team productivity.,改善,継続的【けいぞくてき】な改善【かいぜん】がチームの生産性【せいさんせい】を高【たか】めます。,Engineering - Kaizen,polite,improvement / kaizen,"<ruby class=""vocab"">改善<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ぜ</span><span class=""pitch-h"">ん</span></rt></ruby>"
ペアプログラミングで知識の共有と品質の向上を図りましょう。,Let's use pair programming to promote knowledge sharing and quality improvement.,ペアプログラミング,ペアプログラミングで知識【ちしき】の共有【きょうゆう】と品質【ひんしつ】の向上【こうじょう】を図【はか】りましょう。,Engineering - Pair Programming,polite,pair programming,"<span class=""vocab"">ペアプログラミング</span>"
コードの品質基準を明文化してレビューの基準にしましょう。,Let's document code quality standards and use them as review criteria.,品質基準,コードの品質基準【ひんしつきじゅん】を明文化【めいぶんか】してレビューの基準【きじゅん】にしましょう。,Engineering - Quality Standard,polite,quality standard,"<ruby class=""vocab"">品質基準<rt>ひんしつきじゅん</rt></ruby>"
持続可能なペースで開発を続けることが長期的な成果につながります。,Continuing development at a sustainable pace leads to long-term results.,持続可能,持続可能【じぞくかのう】なペースで開発【かいはつ】を続【つづ】けることが長期的【ちょうきてき】な成果【せいか】につながります。,Engineering - Sustainability,polite,sustainable,"<ruby class=""vocab"">持続可能<rt>じぞくかのう</rt></ruby>"
