Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
いい指摘ですね、考えていませんでした。,"Good point, I hadn't considered that.",指摘,いい指摘【してき】ですね、考【かんが】えていませんでした。,Communication - Point,polite,point out,"<ruby class=""vocab"">指摘<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">て</span><span class=""pitch-h"">き</span></rt></ruby>"
どういう意味か明確にしてもらえますか？,Can you clarify what you mean?,明確に,どういう意味【いみ】か明確【めいかく】にしてもらえますか？,Communication - Clarification,polite,clear,"<ruby class=""vocab"">明確に<rt>めいかくに</rt></ruby>"
それについて詳しく説明してもらえますか？,Could you elaborate on that?,詳しく,それについて詳【くわ】しく説明【せつめい】してもらえますか？,Communication - Elaboration,polite,in detail,"<ruby class=""vocab"">詳しく<rt><span class=""pitch-l"">く</span><span class=""pitch-h"">わ</span><span class=""pitch-h"">し</span><span class=""pitch-l"">く</span></rt></ruby>"
私の理由を説明させてください。,Let me explain my reasoning.,説明,私【わたし】の理由【りゆう】を説明【せつめい】させてください。,Communication - Explanation,polite,explain,"<ruby class=""vocab"">説明<rt><span class=""pitch-l"">せ</span><span class=""pitch-h"">つ</span><span class=""pitch-h"">め</span><span class=""pitch-h"">い</span></rt></ruby>"
例を挙げてもらえますか？,Can you give me an example?,例,例【れい】を挙【あ】げてもらえますか？,Communication - Example,polite,example,"<ruby class=""vocab"">例<rt><span class=""pitch-h"">れ</span><span class=""pitch-l"">い</span></rt></ruby>"
背景を教えていただきありがとうございます。,Thanks for the context.,背景,背景【はいけい】を教【おし】えていただきありがとうございます。,Communication - Context,keigo,background,"<ruby class=""vocab"">背景<rt><span class=""pitch-l"">は</span><span class=""pitch-h"">い</span><span class=""pitch-h"">け</span><span class=""pitch-h"">い</span></rt></ruby>"
少し背景情報を説明します。,Here's some background.,背景情報,少【すこ】し背景【はいけい】情報【じょうほう】を説明【せつめい】します。,Communication - Background,polite,background info,"<ruby class=""vocab"">背景情報<rt>はいけいじょうほう</rt></ruby>"
簡単なまとめです。,Here's a quick summary.,まとめ,簡単【かんたん】なまとめです。,Communication - Summary,polite,summary,"<span class=""vocab""><span class=""pitch-l"">ま</span><span class=""pitch-h"">と</span><span class=""pitch-h"">め</span></span>"
話し合ったことを要約させてください。,Let me recap what we discussed.,要約,話【はな】し合【あ】ったことを要約【ようやく】させてください。,Communication - Summary,polite,summarize,"<ruby class=""vocab"">要約<rt><span class=""pitch-l"">よ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">や</span><span class=""pitch-h"">く</span></rt></ruby>"
結論として、私たちは...すべきです。,"In conclusion, we should...",結論,結論【けつろん】として、私【わたし】たちは...すべきです。,Communication - Conclusion,polite,conclusion,"<ruby class=""vocab"">結論<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">つ</span><span class=""pitch-h"">ろ</span><span class=""pitch-h"">ん</span></rt></ruby>"
最終決定は何ですか？,What's the final decision?,決定,最終【さいしゅう】決定【けってい】は何【なん】ですか？,Communication - Decision,polite,decide,"<ruby class=""vocab"">決定<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">て</span><span class=""pitch-h"">い</span></rt></ruby>"
合意は取れましたか？,Do we have consensus?,合意,合意【ごうい】は取【と】れましたか？,Communication - Consensus,polite,agreement,"<ruby class=""vocab"">合意<rt><span class=""pitch-l"">ご</span><span class=""pitch-h"">う</span><span class=""pitch-h"">い</span></rt></ruby>"
まず認識合わせをしましょう。,Let's align our understanding first.,認識合わせ,まず認識【にんしき】合【あ】わせをしましょう。,Communication - Alignment,polite,alignment (of understanding),"<ruby class=""vocab"">認識合わせ<rt>にんしきあわせ</rt></ruby>"
ここで妥協が必要です。,We need to compromise here.,妥協,ここで妥協【だきょう】が必要【ひつよう】です。,Communication - Compromise,polite,compromise,"<ruby class=""vocab"">妥協<rt><span class=""pitch-l"">だ</span><span class=""pitch-h"">きょ</span><span class=""pitch-h"">う</span></rt></ruby>"
考慮すべきトレードオフがあります。,There's a tradeoff to consider.,トレードオフ,考慮【こうりょ】すべきトレードオフがあります。,Architecture - Tradeoff,polite,trade-off,"<span class=""vocab"">トレードオフ</span>"
代替案はありますか？,Is there an alternative?,代替案,代替案【だいたいあん】はありますか？,Code Review - Alternative,polite,alternative,"<ruby class=""vocab"">代替案<rt>だいたいあん</rt></ruby>"
選択肢は何ですか？,What are our options?,選択肢,選択肢【せんたくし】は何【なん】ですか？,Communication - Options,polite,option,"<ruby class=""vocab"">選択肢<rt>せんたくし</rt></ruby>"
長所と短所について話し合いましょう。,Let's discuss pros and cons.,長所と短所,長所【ちょうしょ】と短所【たんしょ】について話【はな】し合【あ】いましょう。,Communication - Analysis,polite,pros and cons,"<ruby class=""vocab"">長所と短所<rt>ちょうしょとたんしょ</rt></ruby>"
主な利点は速度です。,The main advantage is speed.,利点,主【おも】な利点【りてん】は速度【そくど】です。,Communication - Analysis,polite,advantage,"<ruby class=""vocab"">利点<rt><span class=""pitch-l"">り</span><span class=""pitch-h"">て</span><span class=""pitch-h"">ん</span></rt></ruby>"
欠点は複雑さです。,The disadvantage is complexity.,欠点,欠点【けってん】は複雑【ふくざつ】さです。,Communication - Analysis,polite,drawback,"<ruby class=""vocab"">欠点<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">て</span><span class=""pitch-l"">ん</span></rt></ruby>"
メリットは明らかです。,The benefit is clear.,メリット,メリットは明【あき】らかです。,Communication - Analysis,polite,merit / advantage,"<ruby class=""vocab"">メリット<rt><span class=""pitch-h"">め</span><span class=""pitch-l"">り</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">と</span></rt></ruby>"
ここでのリスクは何ですか？,What's the risk here?,リスク,ここでのリスクは何【なん】ですか？,Communication - Risk,polite,risk,"<ruby class=""vocab"">リスク<rt><span class=""pitch-h"">り</span><span class=""pitch-l"">す</span><span class=""pitch-l"">く</span></rt></ruby>"
ユーザーへの影響は何ですか？,What's the impact on users?,影響,ユーザーへの影響【えいきょう】は何【なん】ですか？,Communication - Impact,polite,impact,"<ruby class=""vocab"">影響<rt><span class=""pitch-l"">え</span><span class=""pitch-h"">い</span><span class=""pitch-h"">きょ</span><span class=""pitch-h"">う</span></rt></ruby>"
これはスコープ内ですか？,Is this in scope?,スコープ,これはスコープ内【ない】ですか？,Agile - Scope,polite,scope,"<ruby class=""vocab"">スコープ<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">こ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ぷ</span></rt></ruby>"
優先度レベルは何ですか？,What's the priority level?,優先度,優先度【ゆうせんど】レベルは何【なん】ですか？,Agile - Priority,polite,priority,"<ruby class=""vocab"">優先度<rt>ゆうせんど</rt></ruby>"
これは緊急です。,This is urgent.,緊急,これは緊急【きんきゅう】です。,Agile - Priority,polite,urgent,"<ruby class=""vocab"">緊急<rt><span class=""pitch-l"">き</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">きゅ</span><span class=""pitch-h"">う</span></rt></ruby>"
これは重要ですが緊急ではありません。,This is important but not urgent.,重要,これは重要【じゅうよう】ですが緊急【きんきゅう】ではありません。,Other - Important,polite,important,"<ruby class=""vocab"">重要<rt><span class=""pitch-l"">じゅ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">よ</span><span class=""pitch-h"">う</span></rt></ruby>"
これは重大なので、すぐに修正が必要です。,"This is serious, it needs an immediate fix.",重大,これは重大【じゅうだい】なので、すぐに修正【しゅうせい】が必要【ひつよう】です。,Agile - Priority,polite,serious,"<ruby class=""vocab"">重大<rt><span class=""pitch-l"">じゅ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">だ</span><span class=""pitch-h"">い</span></rt></ruby>"
このバグがリリースのブロッカーになっています。,This bug has become a blocker for the release.,ブロッカー,このバグがリリースのブロッカーになっています。,Agile - Blocker,polite,blocker,"<ruby class=""vocab"">ブロッカー<rt><span class=""pitch-l"">ぶ</span><span class=""pitch-h"">ろ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">か</span><span class=""pitch-l"">ー</span></rt></ruby>"
それはあれば良いもので、必須ではありません。,"That's nice to have, not essential.",あれば良い,それはあれば良【よ】いもので、必須【ひっす】ではありません。,Agile - Priority,polite,nice to have,"<ruby class=""vocab"">あれば良い<rt>あればよい</rt></ruby>"
これは必須の機能です。,This is a must have feature.,必須,これは必須【ひっす】の機能【きのう】です。,Agile - Priority,polite,required,"<ruby class=""vocab"">必須<rt><span class=""pitch-l"">ひ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">す</span></rt></ruby>"
これは必須の要件ですか？,Is this a hard requirement?,要件,これは必須【ひっす】の要件【ようけん】ですか？,Agile - Requirement,polite,requirement,"<ruby class=""vocab"">要件<rt><span class=""pitch-l"">よ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">け</span><span class=""pitch-l"">ん</span></rt></ruby>"
私の前提は...です。,My assumption is that...,前提,私【わたし】の前提【ぜんてい】は...です。,Communication - Assumption,polite,prerequisite,"<ruby class=""vocab"">前提<rt><span class=""pitch-l"">ぜ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">て</span><span class=""pitch-h"">い</span></rt></ruby>"
時間の制約があります。,We have a time constraint.,制約,時間【じかん】の制約【せいやく】があります。,Communication - Constraint,polite,constraint,"<ruby class=""vocab"">制約<rt><span class=""pitch-l"">せ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">や</span><span class=""pitch-h"">く</span></rt></ruby>"
いくつかの制限があります。,There are some limitations.,制限,いくつかの制限【せいげん】があります。,Communication - Limitation,polite,limit/restriction,"<ruby class=""vocab"">制限<rt><span class=""pitch-l"">せ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">げ</span><span class=""pitch-l"">ん</span></rt></ruby>"
チームXへの依存関係があります。,We have a dependency on team X.,依存関係,チームXへの依存【いぞん】関係【かんけい】があります。,Agile - Dependency,polite,dependency,"<ruby class=""vocab"">依存関係<rt>いぞんかんけい</rt></ruby>"
タイムラインは何ですか？,What's the timeline?,タイムライン,タイムラインは何【なん】ですか？,Agile - Timeline,polite,timeline,"<span class=""vocab"">タイムライン</span>"
締め切りは金曜日です。,The deadline is Friday.,締め切り,締【し】め切【き】りは金曜日【きんようび】です。,Agile - Deadline,polite,deadline,"<ruby class=""vocab"">締め切り<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">め</span><span class=""pitch-h"">き</span><span class=""pitch-h"">り</span></rt></ruby>"
次のマイルストーンはいつですか？,When's the next milestone?,マイルストーン,次【つぎ】のマイルストーンはいつですか？,Agile - Milestone,polite,milestone,"<span class=""vocab"">マイルストーン</span>"
成果物は何ですか？,What are the deliverables?,成果物,成果物【せいかぶつ】は何【なん】ですか？,Agile - Deliverable,polite,deliverable,"<ruby class=""vocab"">成果物<rt>せいかぶつ</rt></ruby>"
参考までに、会議が移動しました。,"FYI, the meeting was moved.",参考までに,参考【さんこう】までに、会議【かいぎ】が移動【いどう】しました。,Communication - Fyi,polite,FYI,"<ruby class=""vocab"">参考までに<rt>さんこうまでに</rt></ruby>"
できるだけ早くレビューしてください。,Please review ASAP.,できるだけ早く,できるだけ早【はや】くレビューしてください。,Communication - Asap,polite,ASAP,"<ruby class=""vocab"">できるだけ早く<rt>できるだけはやく</rt></ruby>"
今日中にこれが必要です。,Need this by EOD.,今日中,今日中【きょうじゅう】にこれが必要【ひつよう】です。,Communication - Eod,polite,by today,"<ruby class=""vocab"">今日中<rt>きょうじゅう</rt></ruby>"
これのETAは何ですか？,What's the ETA on this?,ETA,これのETAは何【なん】ですか？,Communication - Eta,polite,ETA,"<span class=""vocab"">ETA</span>"
日付は未定です。,The date is TBD.,未定,日付【ひづけ】は未定【みてい】です。,Communication - Tbd,polite,TBD,"<ruby class=""vocab"">未定<rt><span class=""pitch-l"">み</span><span class=""pitch-h"">て</span><span class=""pitch-h"">い</span></rt></ruby>"
要約すると、もっと時間が必要です。,TL;DR: we need more time.,要約,要約【ようやく】すると、もっと時間【じかん】が必要【ひつよう】です。,Communication - Summary,polite,summarize,"<ruby class=""vocab"">要約<rt><span class=""pitch-l"">よ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">や</span><span class=""pitch-h"">く</span></rt></ruby>"
見逃した場合のために、録画はこちらです。,"ICYMI, here's the recording.",見逃した場合,見逃【みのが】した場合【ばあい】のために、録画【ろくが】はこちらです。,Communication - Fyi,polite,if you missed,"<ruby class=""vocab"">見逃した場合<rt>みのがしたばあい</rt></ruby>"
私の知る限り、これは正しいです。,"AFAIK, this is correct.",私の知る限り,私【わたし】の知【し】る限【かぎ】り、これは正【ただ】しいです。,Communication - Opinion,polite,AFAIK,"<ruby class=""vocab"">私の知る限り<rt>わたしのしるかぎり</rt></ruby>"
私の意見では、待つべきです。,"IMO, we should wait.",私の意見では,私【わたし】の意見【いけん】では、待【ま】つべきです。,Communication - Opinion,polite,IMO,"<ruby class=""vocab"">私の意見では<rt>わたしのいけんでは</rt></ruby>"
ちなみに、その修正は素晴らしい仕事でした。,"BTW, great work on that fix.",ちなみに,ちなみに、その修正【しゅうせい】は素晴【すば】らしい仕事【しごと】でした。,Communication - Fyi,polite,by the way,"<span class=""vocab"">ちなみに</span>"
準備ができたら連絡します。,I'll ping you when it's ready.,連絡,準備【じゅんび】ができたら連絡【れんらく】します。,Communication - Contact,polite,contact,"<ruby class=""vocab"">連絡<rt><span class=""pitch-l"">れ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ら</span><span class=""pitch-h"">く</span></rt></ruby>"
チームリードを巻き込みます。,Let me loop in the team lead.,巻き込み,チームリードを巻【ま】き込【こ】みます。,Communication - Contact,polite,involve,"<ruby class=""vocab"">巻き込み<rt><span class=""pitch-l"">ま</span><span class=""pitch-h"">き</span><span class=""pitch-h"">こ</span><span class=""pitch-h"">み</span></rt></ruby>"
リリースの事前通知をユーザーに送ってください。,Send users advance notice of the release.,事前通知,リリースの事前【じぜん】通知【つうち】をユーザーに送【おく】ってください。,Communication - Notice,polite,advance notice,"<ruby class=""vocab"">事前通知<rt>じぜんつうち</rt></ruby>"
前回の話し合いについてフォローアップです。,Following up on our discussion.,フォローアップ,前回【ぜんかい】の話【はな】し合【あ】いについてフォローアップです。,Communication - Follow-Up,polite,follow up,"<span class=""vocab"">フォローアップ</span>"
明日また話しましょう。,Let's circle back tomorrow.,また話しましょう,明日【あした】また話【はな】しましょう。,Communication - Follow-Up,polite,let's circle back,"<ruby class=""vocab"">また話しましょう<rt>またはなしましょう</rt></ruby>"
今週連絡を取れますか？,Can we touch base this week?,連絡を取れますか,今週【こんしゅう】連絡【れんらく】を取【と】れますか？,Communication - Sync,polite,can you reach?,"<ruby class=""vocab"">連絡を取れますか<rt>れんらくをとれますか</rt></ruby>"
進捗を確認しています。,Just checking in on progress.,確認,進捗【しんちょく】を確認【かくにん】しています。,Communication - Sync,polite,confirm/check,"<ruby class=""vocab"">確認<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">く</span><span class=""pitch-h"">に</span><span class=""pitch-h"">ん</span></rt></ruby>"
簡単な更新です。,Here's a quick update.,更新,簡単【かんたん】な更新【こうしん】です。,Communication - Update,polite,update,"<ruby class=""vocab"">更新<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">し</span><span class=""pitch-h"">ん</span></rt></ruby>"
状況はどうですか？,What's the status?,状況,状況【じょうきょう】はどうですか？,Workflow - Status,polite,situation,"<ruby class=""vocab"">状況<rt><span class=""pitch-l"">じょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">きょ</span><span class=""pitch-h"">う</span></rt></ruby>"
今日は良い進捗がありました。,Good progress today.,進捗,今日【きょう】は良【よ】い進捗【しんちょく】がありました。,Workflow - Progress,polite,progress,"<ruby class=""vocab"">進捗<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ちょ</span><span class=""pitch-h"">く</span></rt></ruby>"
報告するブロッカーはありますか？,Any blockers to report?,ブロッカー,報告【ほうこく】するブロッカーはありますか？,Agile - Blocker,polite,blocker,"<ruby class=""vocab"">ブロッカー<rt><span class=""pitch-l"">ぶ</span><span class=""pitch-h"">ろ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">か</span><span class=""pitch-l"">ー</span></rt></ruby>"
これで助けが必要です。,I need some help with this.,助け,これで助【たす】けが必要【ひつよう】です。,Communication - Help,polite,help,"<ruby class=""vocab"">助け<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">す</span><span class=""pitch-h"">け</span></rt></ruby>"
APIについて簡単な質問があります。,Quick question about the API.,質問,APIについて簡単【かんたん】な質問【しつもん】があります。,Communication - Question,polite,question,"<ruby class=""vocab"">質問<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">つ</span><span class=""pitch-h"">も</span><span class=""pitch-h"">ん</span></rt></ruby>"
リクエストがあります。,I have a request.,リクエスト,リクエストがあります。,Communication - Request,polite,request,"<ruby class=""vocab"">リクエスト<rt><span class=""pitch-l"">り</span><span class=""pitch-h"">く</span><span class=""pitch-h"">え</span><span class=""pitch-l"">す</span><span class=""pitch-l"">と</span></rt></ruby>"
スタンドアップについてのリマインダーです。,Friendly reminder about standup.,リマインダー,スタンドアップについてのリマインダーです。,Communication - Reminder,polite,reminder,"<span class=""vocab"">リマインダー</span>"
事前のお知らせです。,Just a heads up.,お知らせ,事前【じぜん】のお知【し】らせです。,Communication - Notice,polite,heads up/notice,"<ruby class=""vocab"">お知らせ<rt>おしらせ</rt></ruby>"
以下に重要なお知らせがあります。,Important announcement below.,お知らせ,以下【いか】に重要【じゅうよう】なお知【し】らせがあります。,Communication - Announcement,polite,heads up/notice,"<ruby class=""vocab"">お知らせ<rt>おしらせ</rt></ruby>"
スレッドで続けてください。,Continue in the thread.,スレッド,スレッドで続【つづ】けてください。,Communication - Thread,polite,thread,"<ruby class=""vocab"">スレッド<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">れ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">ど</span></rt></ruby>"
適切なチャンネルに投稿してください。,Post in the right channel.,チャンネル,適切【てきせつ】なチャンネルに投稿【とうこう】してください。,Communication - Channel,polite,channel,"<ruby class=""vocab"">チャンネル<rt><span class=""pitch-l"">ちゃ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ね</span><span class=""pitch-h"">る</span></rt></ruby>"
詳細はDMします。,I'll DM you the details.,DM,詳細【しょうさい】はDMします。,Communication - Dm,polite,DM (direct message),"<span class=""vocab"">DM</span>"
助けが必要なときはメンションしてください。,Mention me if you need help.,メンション,助【たす】けが必要【ひつよう】なときはメンションしてください。,Communication - Mention,polite,mention,"<span class=""vocab"">メンション</span>"
適切な人をタグしてください。,Tag the right people.,タグ,適切【てきせつ】な人【ひと】をタグしてください。,Communication - Tag,polite,tag,"<ruby class=""vocab"">タグ<rt><span class=""pitch-h"">た</span><span class=""pitch-l"">ぐ</span></rt></ruby>"
同意なら絵文字でリアクションしてください。,React with an emoji if you agree.,リアクション,同意【どうい】なら絵文字【えもじ】でリアクションしてください。,Communication - React,polite,reaction,"<ruby class=""vocab"">リアクション<rt><span class=""pitch-l"">り</span><span class=""pitch-h"">あ</span><span class=""pitch-l"">く</span><span class=""pitch-l"">しょ</span><span class=""pitch-l"">ん</span></rt></ruby>"
受領を確認してください。,Please acknowledge receipt.,確認,受領【じゅりょう】を確認【かくにん】してください。,Communication - Acknowledgment,polite,confirm/check,"<ruby class=""vocab"">確認<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">く</span><span class=""pitch-h"">に</span><span class=""pitch-h"">ん</span></rt></ruby>"
これが動作するか確認してもらえますか？,Can you confirm this works?,確認,これが動作【どうさ】するか確認【かくにん】してもらえますか？,Communication - Confirmation,polite,confirm/check,"<ruby class=""vocab"">確認<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">く</span><span class=""pitch-h"">に</span><span class=""pitch-h"">ん</span></rt></ruby>"
準備ができたら承認してください。,Please approve when ready.,承認,準備【じゅんび】ができたら承認【しょうにん】してください。,Communication - Approval,polite,approve,"<ruby class=""vocab"">承認<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">に</span><span class=""pitch-h"">ん</span></rt></ruby>"
その会議は欠席させてください。,I need to miss that meeting.,欠席,その会議【かいぎ】は欠席【けっせき】させてください。,Communication - Decline,polite,absence / skip (meeting),"<ruby class=""vocab"">欠席<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">せ</span><span class=""pitch-h"">き</span></rt></ruby>"
リスケジュールできますか？,Can we reschedule?,リスケジュール,リスケジュールできますか？,Communication - Schedule,polite,reschedule,"<ruby class=""vocab"">リスケジュール<rt><span class=""pitch-l"">り</span><span class=""pitch-h"">す</span><span class=""pitch-h"">け</span><span class=""pitch-h"">じゅ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">る</span></rt></ruby>"
会議はキャンセルされました。,Meeting is cancelled.,キャンセル,会議【かいぎ】はキャンセルされました。,Communication - Cancel,polite,cancel,"<ruby class=""vocab"">キャンセル<rt><span class=""pitch-h"">きゃ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">せ</span><span class=""pitch-l"">る</span></rt></ruby>"
来週まで延期しましょう。,Let's postpone until next week.,延期,来週【らいしゅう】まで延期【えんき】しましょう。,Communication - Schedule,polite,postpone,"<ruby class=""vocab"">延期<rt><span class=""pitch-l"">え</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">き</span></rt></ruby>"
午後2時に空いていますか？,Are you available at 2pm?,空いて,午後【ごご】2時【じ】に空【あ】いていますか？,Communication - Availability,polite,available,"<ruby class=""vocab"">空いて<rt>あいて</rt></ruby>"
午後3時まで忙しいです。,I'm busy until 3pm.,忙しい,午後【ごご】3時【じ】まで忙【いそが】しいです。,Communication - Availability,polite,busy,"<ruby class=""vocab"">忙しい<rt><span class=""pitch-l"">い</span><span class=""pitch-h"">そ</span><span class=""pitch-h"">が</span><span class=""pitch-h"">し</span><span class=""pitch-l"">い</span></rt></ruby>"
来週の月曜日は休みです。,I'm OOO next Monday.,休み,来週【らいしゅう】の月曜日【げつようび】は休【やす】みです。,Communication - Ooo,polite,break/day off,"<ruby class=""vocab"">休み<rt><span class=""pitch-l"">や</span><span class=""pitch-h"">す</span><span class=""pitch-h"">み</span></rt></ruby>"
金曜日に有給を取ります。,Taking PTO on Friday.,有給,金曜日【きんようび】に有給【ゆうきゅう】を取【と】ります。,Communication - Pto,polite,paid leave,"<ruby class=""vocab"">有給<rt><span class=""pitch-l"">ゆ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">きゅ</span><span class=""pitch-h"">う</span></rt></ruby>"
今日は在宅勤務です。,I'm WFH today.,在宅勤務,今日【きょう】は在宅【ざいたく】勤務【きんむ】です。,Communication - Wfh,polite,WFH,"<ruby class=""vocab"">在宅勤務<rt>ざいたくきんむ</rt></ruby>"
今週はリモートで働いています。,Working remote this week.,リモート,今週【こんしゅう】はリモートで働【はたら】いています。,Infrastructure - Remote,polite,remote,"<ruby class=""vocab"">リモート<rt><span class=""pitch-l"">り</span><span class=""pitch-h"">も</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">と</span></rt></ruby>"
どのタイムゾーンにいますか？,What timezone are you in?,タイムゾーン,どのタイムゾーンにいますか？,Communication - Timezone,polite,timezone,"<span class=""vocab"">タイムゾーン</span>"
これは非同期で処理しましょう。,Let's handle this async.,非同期,これは非同期【ひどうき】で処理【しょり】しましょう。,Communication - Async,polite,asynchronous,"<ruby class=""vocab"">非同期<rt>ひどうき</rt></ruby>"
軽く同期を取るために通話しましょう。,Let's hop on a call to sync up.,同期,軽【かる】く同期【どうき】を取【と】るために通話【つうわ】しましょう。,Communication - Sync,polite,sync,"<ruby class=""vocab"">同期<rt><span class=""pitch-l"">ど</span><span class=""pitch-h"">う</span><span class=""pitch-h"">き</span></rt></ruby>"
会議を飛ばしてSlackを使ってください。,"Skip the meeting, use Slack.",会議,会議【かいぎ】を飛【と】ばしてSlackを使【つか】ってください。,Agile - Meeting,polite,meeting,"<ruby class=""vocab"">会議<rt><span class=""pitch-h"">か</span><span class=""pitch-l"">い</span><span class=""pitch-l"">ぎ</span></rt></ruby>"
