Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
次に何をすべきか考えて、先に手を打ちましょう。,Think about the next step and deal with it ahead of time.,手を打ち,次【つぎ】に何【なに】をすべきか考【かんが】えて、先【さき】に手【て】を打【う】ちましょう。,Be proactive,polite,to take action / take measures,"<ruby class=""vocab"">手を打ち<rt>てをうち</rt></ruby>"
問題に気づいたら、その場で直しましょう。,"When you notice a problem, fix it right then and there.",その場で,問題【もんだい】に気【き】づいたら、その場【ば】で直【なお】しましょう。,Be proactive,polite,on the spot / right then,"<ruby class=""vocab"">その場で<rt>そのばで</rt></ruby>"
千里の道も一歩から。,A thousand-mile road starts with one step.,千里の道も一歩から,千里【せんり】の道【みち】も一歩【いっぽ】から。,How to learn,casual,a thousand-mile journey starts with one step,"<ruby class=""vocab"">千里の道も一歩から<rt>せんりのみちもいっぽから</rt></ruby>"
好きこそ物の上手なれ。,You get good at what you love.,好きこそ物の上手なれ,好【す】きこそ物【も】の上手【のじょうず】なれ。,How to learn,casual,you excel at what you love,"<ruby class=""vocab"">好きこそ物の上手なれ<rt>すきこそもののじょうずなれ</rt></ruby>"
最初は、何が分からないのかも分かりません。それが普通です。,At first you don't even know what you don't know. That's normal.,普通,最初【さいしょ】は、何【なに】が分【わ】からないのかも分【わ】かりません。それが普通【ふつう】です。,How to learn,polite,normal / ordinary,"<ruby class=""vocab"">普通<rt><span class=""pitch-l"">ふ</span><span class=""pitch-h"">つ</span><span class=""pitch-h"">う</span></rt></ruby>"
全部を学ぶ必要はありません。大事な20%に集中しましょう。,You don't need to learn everything. Focus on the important 20%.,集中,全部【ぜんぶ】を学【まな】ぶ必要【ひつよう】はありません。大事【だいじ】な20%に集中【しゅうちゅう】しましょう。,How to learn,polite,focus / concentration,"<ruby class=""vocab"">集中<rt><span class=""pitch-l"">しゅ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">ちゅ</span><span class=""pitch-h"">う</span></rt></ruby>"
聞くは一時の恥、聞かぬは一生の恥。,Asking is a moment's shame; not asking is a lifelong shame.,恥,聞【き】くは一時【いっとき】の恥【はじ】、聞【き】かぬは一生【いっしょう】の恥【はじ】。,Ask without shame,casual,shame / embarrassment,"<ruby class=""vocab"">恥<rt><span class=""pitch-l"">は</span><span class=""pitch-h"">じ</span></rt></ruby>"
分からないことは、恥ずかしがらずに聞きましょう。,"When you don't understand, ask without embarrassment.",恥ずかしがらずに,分【わ】からないことは、恥【は】ずかしがらずに聞【き】きましょう。,Ask without shame,polite,without being embarrassed,"<ruby class=""vocab"">恥ずかしがらずに<rt>はずかしがらずに</rt></ruby>"
全部知っている必要はありません。調べ方を知っていれば十分です。,You don't have to know everything. Knowing how to look it up is enough.,十分,全部知【ぜんぶし】っている必要【ひつよう】はありません。調【しら】べ方【かた】を知【し】っていれば十分【じゅうぶん】です。,Ask without shame,polite,enough / sufficient,"<ruby class=""vocab"">十分<rt>じゅうぶん</rt></ruby>"
一致団結。,United as one.,一致団結,一致団結【いっちだんけつ】。,Communication & teamwork,casual,unite as one / solidarity,"<ruby class=""vocab"">一致団結<rt>いっちだんけつ</rt></ruby>"
技術だけでなく、伝える力も同じくらい大切です。,Not just skill — the ability to communicate matters just as much.,伝える力,技術【ぎじゅつ】だけでなく、伝【つた】える力【ちから】も同【おな】じくらい大切【たいせつ】です。,Communication & teamwork,polite,the ability to communicate,"<ruby class=""vocab"">伝える力<rt>つたえるちから</rt></ruby>"
誰にも理解できないコードは、無いのと同じです。,Code nobody can understand is as good as no code at all.,無いのと同じ,誰【だれ】にも理解【りかい】できないコードは、無【な】いのと同【おな】じです。,Communication & teamwork,polite,the same as not having it,"<ruby class=""vocab"">無いのと同じ<rt>ないのとおなじ</rt></ruby>"
有言実行。,Do what you say you'll do.,有言実行,有言実行【ゆうげんじっこう】。,Finish & ship,casual,do what you say you'll do,"<ruby class=""vocab"">有言実行<rt>ゆうげんじっこう</rt></ruby>"
終わり良ければすべて良し。,All's well that ends well.,終わり良ければすべて良し,終【お】わり良【よ】ければすべて良【よ】し。,Finish & ship,casual,all's well that ends well,"<ruby class=""vocab"">終わり良ければすべて良し<rt>おわりよければすべてよし</rt></ruby>"
どんなにすごくても、未完成の作品より、ちゃんと完成させた作品のほうが価値があります。,"No matter how impressive, a finished piece is worth more than an unfinished one.",価値,どんなにすごくても、未完成【みかんせい】の作品【さくひん】より、ちゃんと完成【かんせい】させた作品【さくひん】のほうが価値【かち】があります。,Finish & ship,polite,value / worth,"<ruby class=""vocab"">価値<rt><span class=""pitch-h"">か</span><span class=""pitch-l"">ち</span></rt></ruby>"
作るだけでなく、最後まで仕上げて世に出しましょう。,Don't just build it — finish it and ship it.,仕上げて,作【つく】るだけでなく、最後【さいご】まで仕上【しあ】げて世【よ】に出【だ】しましょう。,Finish & ship,polite,to finish / polish off,"<ruby class=""vocab"">仕上げて<rt>しあげて</rt></ruby>"
柔よく剛を制す。,"""The soft overcomes the hard."" — flexibility wins.",柔よく剛を制す,柔【じゅう】よく剛【ごう】を制【せい】す。,Adaptability,casual,flexibility overcomes strength,"<ruby class=""vocab"">柔よく剛を制す<rt>じゅうよくごうをせいす</rt></ruby>"
変化を恐れず、受け入れましょう。,Don't fear change — accept it.,変化,変化【へんか】を恐【おそ】れず、受【う】け入【い】れましょう。,Adaptability,polite,change,"<ruby class=""vocab"">変化<rt><span class=""pitch-h"">へ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">か</span></rt></ruby>"
道具は変わっても、基礎はずっと役に立ちます。,"Tools change, but the fundamentals stay useful forever.",基礎,道具【どうぐ】は変【か】わっても、基礎【きそ】はずっと役【やく】に立【た】ちます。,Adaptability,polite,fundamentals / basics,"<ruby class=""vocab"">基礎<rt><span class=""pitch-h"">き</span><span class=""pitch-l"">そ</span></rt></ruby>"
急がば回れ。,"""If you're in a hurry, take the roundabout road."" — steady beats reckless.",急がば回れ,急【いそ】がば回【まわ】れ。,Sustainable pace,casual,"more haste, less speed","<ruby class=""vocab"">急がば回れ<rt>いそがばまわれ</rt></ruby>"
仕事は短距離走ではなく、マラソンです。,Work isn't a sprint — it's a marathon.,短距離走,仕事【しごと】は短距離走【たんきょりそう】ではなく、マラソンです。,Sustainable pace,polite,sprint / short-distance race,"<ruby class=""vocab"">短距離走<rt>たんきょりそう</rt></ruby>"
無理を続けず、長く続けられるペースを保ちましょう。,Don't push past your limit — keep a pace you can sustain.,無理,無理【むり】を続【つづ】けず、長【なが】く続【つづ】けられるペースを保【たも】ちましょう。,Sustainable pace,polite,overdoing it / strain,"<ruby class=""vocab"">無理<rt><span class=""pitch-h"">む</span><span class=""pitch-l"">り</span></rt></ruby>"
AIは道具として使いこなしましょう。敵ではありません。,"""Master AI as a tool. It's not your enemy."" (Force multiplier.)",使いこなし,AIは道具【どうぐ】として使【つか】いこなしましょう。敵【てき】ではありません。,Working with AI,polite,to master the use of,"<ruby class=""vocab"">使いこなし<rt>つかいこなし</rt></ruby>"
便利ですが、AIを全面的に信じてはいけません。最後の判断は、必ず人間がします。,"It's useful, but never trust AI completely. A human always makes the final call.",判断,便利【べんり】ですが、AIを全面的【ぜんめんてき】に信【しん】じてはいけません。最後【さいご】の判断【はんだん】は、必【かなら】ず人間【にんげん】がします。,Working with AI,polite,judgment / decision,"<ruby class=""vocab"">判断<rt><span class=""pitch-h"">は</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">だ</span><span class=""pitch-l"">ん</span></rt></ruby>"
真実、正義、憐れみ、そして何よりも愛。,"Truth, righteousness, mercy — and above all, love.",愛,真実【しんじつ】、正義【せいぎ】、憐【あわ】れみ、そして何【なに】よりも愛【あい】。,Values to live by,casual,love,"<ruby class=""vocab"">愛<rt><span class=""pitch-h"">あ</span><span class=""pitch-l"">い</span></rt></ruby>"
隣人を自分のように愛しなさい。,"""Love your neighbour as yourself."" (The well-known biblical phrasing in Japanese.)",隣人,隣人【りんじん】を自分【じぶん】のように愛【あい】しなさい。,Values to live by,casual,neighbor,"<ruby class=""vocab"">隣人<rt><span class=""pitch-l"">り</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">じ</span><span class=""pitch-h"">ん</span></rt></ruby>"
人には、自分がしてほしいように接しましょう。,Treat others the way you'd want to be treated.,接し,人【ひと】には、自分【じぶん】がしてほしいように接【せっ】しましょう。,Values to live by,polite,to treat / deal with (people),"<ruby class=""vocab"">接し<rt><span class=""pitch-l"">せ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">し</span></rt></ruby>"
