Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
これはリリースのブロッカーです。,This is a blocker for the release.,ブロッカー,これはリリースのブロッカーです。,Agile - Blocker,polite,blocker,"<ruby class=""vocab"">ブロッカー<rt><span class=""pitch-l"">ぶ</span><span class=""pitch-h"">ろ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">か</span><span class=""pitch-l"">ー</span></rt></ruby>"
デザイン仕様を待ってブロックされています。,I'm blocked waiting for design specs.,仕様,デザイン仕様【しよう】を待【ま】ってブロックされています。,Agile - Specification,polite,specification,"<ruby class=""vocab"">仕様<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">よ</span><span class=""pitch-h"">う</span></rt></ruby>"
これでブロック解除を手伝ってもらえますか？,Can you help unblock me on this?,ブロック解除,これでブロック解除【かいじょ】を手伝【てつだ】ってもらえますか？,Agile - Blocker,polite,blocked,"<ruby class=""vocab"">ブロック解除<rt>かいじょ</rt></ruby>"
このタスクはAPI作業に依存関係があります。,This task has a dependency on the API work.,依存関係,このタスクはAPI作業【さぎょう】に依存【いぞん】関係【かんけい】があります。,Agile - Dependency,polite,dependency,"<ruby class=""vocab"">依存関係<rt>いぞんかんけい</rt></ruby>"
締め切りは来週末です。,The deadline is end of next week.,締め切り,締【し】め切【き】りは来週末【らいしゅうまつ】です。,Agile - Deadline,polite,deadline,"<ruby class=""vocab"">締め切り<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">め</span><span class=""pitch-h"">き</span><span class=""pitch-h"">り</span></rt></ruby>"
昨日最初のマイルストーンに達しました。,We hit the first milestone yesterday.,マイルストーン,昨日【きのう】最初【さいしょ】のマイルストーンに達【たっ】しました。,Agile - Milestone,polite,milestone,"<span class=""vocab"">マイルストーン</span>"
このプロジェクトのスコープは何ですか？,What's the scope of this project?,スコープ,このプロジェクトのスコープは何【なん】ですか？,Agile - Scope,polite,scope,"<ruby class=""vocab"">スコープ<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">こ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ぷ</span></rt></ruby>"
その機能は今のところスコープ外です。,That feature is out of scope for now.,スコープ外,その機能【きのう】は今【いま】のところスコープ外【がい】です。,Agile - Scope,polite,scope,"<ruby class=""vocab"">スコープ外<rt>がい</rt></ruby>"
スコープクリープを避ける必要があります。,We need to avoid scope creep.,スコープクリープ,スコープクリープを避【さ】ける必要【ひつよう】があります。,Agile - Scope,polite,scope,"<span class=""vocab"">スコープクリープ</span>"
このタスクの見積もりは何ですか？,What's your estimate for this task?,見積もり,このタスクの見積【みつも】りは何【なん】ですか？,Agile - Estimation,polite,estimate,"<ruby class=""vocab"">見積もり<rt><span class=""pitch-l"">み</span><span class=""pitch-h"">つ</span><span class=""pitch-h"">も</span><span class=""pitch-h"">も</span><span class=""pitch-h"">り</span></rt></ruby>"
これは5ストーリーポイントと見積もります。,I'd estimate this at 5 story points.,ストーリーポイント,これは5ストーリーポイントと見積【みつも】ります。,Agile - Estimation,polite,story,"<span class=""vocab"">ストーリーポイント</span>"
私たちのチームのベロシティは約30ポイントです。,Our team velocity is about 30 points.,ベロシティ,私【わたし】たちのチームのベロシティは約【やく】30ポイントです。,Agile - Velocity,polite,velocity,"<ruby class=""vocab"">ベロシティ<rt><span class=""pitch-l"">べ</span><span class=""pitch-h"">ろ</span><span class=""pitch-l"">し</span><span class=""pitch-l"">てぃ</span></rt></ruby>"
今スプリントはキャパシティがありません。,We don't have capacity this sprint.,キャパシティ,今【いま】スプリントはキャパシティがありません。,Agile - Capacity,polite,capacity,"<ruby class=""vocab"">キャパシティ<rt><span class=""pitch-l"">きゃ</span><span class=""pitch-h"">ぱ</span><span class=""pitch-l"">し</span><span class=""pitch-l"">てぃ</span></rt></ruby>"
今はこれに対する余裕がありません。,I don't have bandwidth for this right now.,余裕,今【いま】はこれに対【たい】する余裕【よゆう】がありません。,Agile - Capacity,polite,margin,"<ruby class=""vocab"">余裕<rt><span class=""pitch-l"">よ</span><span class=""pitch-h"">ゆ</span><span class=""pitch-h"">う</span></rt></ruby>"
ステークホルダーから承認を得てください。,Get approval from the stakeholders.,ステークホルダー,ステークホルダーから承認【しょうにん】を得【え】てください。,Agile - Stakeholder,polite,stakeholder,"<ruby class=""vocab"">ステークホルダー<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">て</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">く</span><span class=""pitch-h"">ほ</span><span class=""pitch-l"">る</span><span class=""pitch-l"">だ</span><span class=""pitch-l"">ー</span></rt></ruby>"
要件はまだ不明確です。,The requirements are still unclear.,要件,要件【ようけん】はまだ不明確【ふめいかく】です。,Agile - Requirement,polite,requirement,"<ruby class=""vocab"">要件<rt><span class=""pitch-l"">よ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">け</span><span class=""pitch-l"">ん</span></rt></ruby>"
これの仕様を書いてもらえますか？,Can you write up a spec for this?,仕様,これの仕様【しよう】を書【か】いてもらえますか？,Agile - Specification,polite,specification,"<ruby class=""vocab"">仕様<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">よ</span><span class=""pitch-h"">う</span></rt></ruby>"
このフェーズの成果物は何ですか？,What are the deliverables for this phase?,成果物,このフェーズの成果物【せいかぶつ】は何【なん】ですか？,Agile - Deliverable,polite,deliverable,"<ruby class=""vocab"">成果物<rt>せいかぶつ</rt></ruby>"
このプロジェクトのタイムラインは何ですか？,What's the timeline for this project?,タイムライン,このプロジェクトのタイムラインは何【なん】ですか？,Agile - Timeline,polite,timeline,"<span class=""vocab"">タイムライン</span>"
これは第3四半期のロードマップにあります。,This is on our Q3 roadmap.,ロードマップ,これは第【だい】3四半期【しはんき】のロードマップにあります。,Agile - Roadmap,polite,roadmap,"<span class=""vocab"">ロードマップ</span>"
プロジェクトのキックオフは月曜日です。,The project kickoff is on Monday.,キックオフ,プロジェクトのキックオフは月曜日【げつようび】です。,Agile - Meeting,polite,kickoff,"<ruby class=""vocab"">キックオフ<rt><span class=""pitch-l"">き</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">く</span><span class=""pitch-h"">お</span><span class=""pitch-l"">ふ</span></rt></ruby>"
レトロでこれについて話し合いましょう。,Let's discuss this in the retro.,レトロ,レトロでこれについて話【はな】し合【あ】いましょう。,Agile - Meeting,polite,retro,"<ruby class=""vocab"">レトロ<rt><span class=""pitch-h"">れ</span><span class=""pitch-l"">と</span><span class=""pitch-l"">ろ</span></rt></ruby>"
スプリントプランニングは明日の朝です。,Sprint planning is tomorrow morning.,プランニング,スプリントプランニングは明日【あした】の朝【あさ】です。,Agile - Planning,polite,planning,"<ruby class=""vocab"">プランニング<rt><span class=""pitch-l"">ぷ</span><span class=""pitch-h"">ら</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">に</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">ぐ</span></rt></ruby>"
これらのチケットをグルーミングする必要があります。,We need to groom these tickets.,グルーミング,これらのチケットをグルーミングする必要【ひつよう】があります。,Agile - Grooming,polite,grooming,"<ruby class=""vocab"">グルーミング<rt><span class=""pitch-l"">ぐ</span><span class=""pitch-h"">る</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">み</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">ぐ</span></rt></ruby>"
バックログリファインメントは午後2時です。,Backlog refinement is at 2pm.,リファインメント,バックログリファインメントは午後【ごご】2時【じ】です。,Agile - Refinement,polite,refinement,"<span class=""vocab"">リファインメント</span>"
スプリント終了時に機能をデモします。,I'll demo the feature at the end of sprint.,デモ,スプリント終了【しゅうりょう】時【とき】に機能【きのう】をデモします。,Agile - Demo,polite,demo,"<ruby class=""vocab"">デモ<rt><span class=""pitch-h"">で</span><span class=""pitch-l"">も</span></rt></ruby>"
これについて簡単に同期しましょう。,Let's have a quick sync about this.,同期,これについて簡単【かんたん】に同期【どうき】しましょう。,Agile - Sync,polite,sync,"<ruby class=""vocab"">同期<rt><span class=""pitch-l"">ど</span><span class=""pitch-h"">う</span><span class=""pitch-h"">き</span></rt></ruby>"
1対1でこれについて話せますか？,Can we discuss this in our one-on-one?,1対1,1対【たい】1でこれについて話【はな】せますか？,Agile - Meeting,polite,one-on-one,"<ruby class=""vocab"">1対1<rt>1たい1</rt></ruby>"
全体会議で発表されました。,It was announced at the all-hands.,全体会議,全体【ぜんたい】会議【かいぎ】で発表【はっぴょう】されました。,Agile - Meeting,polite,all-hands meeting,"<ruby class=""vocab"">全体会議<rt>ぜんたいかいぎ</rt></ruby>"
今朝のスタンドアップで言及しました。,I mentioned it in this morning's standup.,スタンドアップ,今朝【けさ】のスタンドアップで言及【げんきゅう】しました。,Agile - Meeting,polite,standup,"<span class=""vocab"">スタンドアップ</span>"
Slackで非同期に処理しましょう。,Let's handle this async in Slack.,非同期,Slackで非同期【ひどうき】に処理【しょり】しましょう。,Communication - Async,polite,asynchronous,"<ruby class=""vocab"">非同期<rt>ひどうき</rt></ruby>"
今日は連続した会議があります。,I have back-to-back meetings today.,会議,今日【きょう】は連続【れんぞく】した会議【かいぎ】があります。,Agile - Meeting,polite,meeting,"<ruby class=""vocab"">会議<rt><span class=""pitch-h"">か</span><span class=""pitch-l"">い</span><span class=""pitch-l"">ぎ</span></rt></ruby>"
この会議のアジェンダは何ですか？,What's the agenda for this meeting?,アジェンダ,この会議【かいぎ】のアジェンダは何【なん】ですか？,Agile - Agenda,polite,agenda,"<ruby class=""vocab"">アジェンダ<rt><span class=""pitch-l"">あ</span><span class=""pitch-h"">じぇ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">だ</span></rt></ruby>"
私のアクションアイテムはドキュメントを更新することです。,My action item is to update the docs.,アクションアイテム,私【わたし】のアクションアイテムはドキュメントを更新【こうしん】することです。,Agile - Assignment,polite,action item,"<span class=""vocab"">アクションアイテム</span>"
このタスクのオーナーは誰ですか？,Who's the owner of this task?,オーナー,このタスクのオーナーは誰【だれ】ですか？,Agile - Owner,polite,owner,"<ruby class=""vocab"">オーナー<rt><span class=""pitch-h"">お</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">な</span><span class=""pitch-l"">ー</span></rt></ruby>"
チケットを適切な人に割り当ててください。,Assign the ticket to the right person.,割り当てて,チケットを適切【てきせつ】な人【ひと】に割【わ】り当【あ】ててください。,Agile - Assignment,polite,assign,"<ruby class=""vocab"">割り当てて<rt>わりあてて</rt></ruby>"
マイグレーションの状況はどうですか？,What's the status on the migration?,状況,マイグレーションの状況【じょうきょう】はどうですか？,Workflow - Status,polite,situation,"<ruby class=""vocab"">状況<rt><span class=""pitch-l"">じょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">きょ</span><span class=""pitch-h"">う</span></rt></ruby>"
これまでのところ機能は良い進捗です。,Good progress on the feature so far.,進捗,これまでのところ機能【きのう】は良【よ】い進捗【しんちょく】です。,Workflow - Progress,polite,progress,"<ruby class=""vocab"">進捗<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ちょ</span><span class=""pitch-h"">く</span></rt></ruby>"
プロジェクトはリリースに向けて順調です。,The project is on track for release.,順調,プロジェクトはリリースに向【む】けて順調【じゅんちょう】です。,Workflow - Status,polite,on track,"<ruby class=""vocab"">順調<rt><span class=""pitch-l"">じゅ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ちょ</span><span class=""pitch-h"">う</span></rt></ruby>"
このマイルストーンはリスクがあります。,This milestone is at risk.,リスク,このマイルストーンはリスクがあります。,Workflow - Risk,polite,risk,"<ruby class=""vocab"">リスク<rt><span class=""pitch-h"">り</span><span class=""pitch-l"">す</span><span class=""pitch-l"">く</span></rt></ruby>"
APIはユーザーデータをJSONで返します。,The API returns user data as JSON.,API,APIはユーザーデータをJSONで返【かえ】します。,Api - Concept,polite,API,"<span class=""vocab"">API</span>"
リストを取得するために/usersエンドポイントを呼び出してください。,Call the /users endpoint to get the list.,エンドポイント,リストを取得【しゅとく】するために/usersエンドポイントを呼【よ】び出【だ】してください。,Api - Endpoint,polite,endpoint,"<span class=""vocab"">エンドポイント</span>"
リクエストがタイムアウトしています。,The request is timing out.,リクエスト,リクエストがタイムアウトしています。,Api - Request,polite,request,"<ruby class=""vocab"">リクエスト<rt><span class=""pitch-l"">り</span><span class=""pitch-h"">く</span><span class=""pitch-h"">え</span><span class=""pitch-l"">す</span><span class=""pitch-l"">と</span></rt></ruby>"
エラーについてレスポンスボディを確認してください。,Check the response body for errors.,レスポンス,エラーについてレスポンスボディを確認【かくにん】してください。,Api - Response,polite,response,"<ruby class=""vocab"">レスポンス<rt><span class=""pitch-h"">れ</span><span class=""pitch-l"">す</span><span class=""pitch-l"">ぽ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">す</span></rt></ruby>"
データ取得にはGETを使用してください。,Use GET for retrieving data.,GET,データ取得【しゅとく】にはGETを使用【しよう】してください。,Http - Method,polite,GET (read),"<span class=""vocab"">GET</span>"
新しいレコード作成にはPOSTを使用してください。,Use POST for creating new records.,POST,新【あたら】しいレコード作成【さくせい】にはPOSTを使用【しよう】してください。,Http - Method,polite,POST (create),"<span class=""vocab"">POST</span>"
完全な更新にはPUTを使用してください。,Use PUT for full updates.,PUT,完全【かんぜん】な更新【こうしん】にはPUTを使用【しよう】してください。,Http - Method,polite,PUT (update),"<span class=""vocab"">PUT</span>"
部分更新にはPATCHを使用してください。,Use PATCH for partial updates.,PATCH,部分【ぶぶん】更新【こうしん】にはPATCHを使用【しよう】してください。,Http - Method,polite,PATCH (partial update),"<span class=""vocab"">PATCH</span>"
リソースを削除するためにDELETEを呼び出してください。,Call DELETE to remove the resource.,DELETE,リソースを削除【さくじょ】するためにDELETEを呼【よ】び出【だ】してください。,Http - Method,polite,DELETE (remove),"<span class=""vocab"">DELETE</span>"
認証トークンをヘッダーに追加してください。,Add the auth token to the header.,ヘッダー,認証【にんしょう】トークンをヘッダーに追加【ついか】してください。,Http - Header,polite,header,"<ruby class=""vocab"">ヘッダー<rt><span class=""pitch-h"">へ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">だ</span><span class=""pitch-l"">ー</span></rt></ruby>"
リクエストボディはJSONであるべきです。,The request body should be JSON.,ボディ,リクエストボディはJSONであるべきです。,Http - Body,polite,body,"<ruby class=""vocab"">ボディ<rt><span class=""pitch-h"">ぼ</span><span class=""pitch-l"">でぃ</span></rt></ruby>"
ペイロードが大きすぎます。,The payload is too large.,ペイロード,ペイロードが大【おお】きすぎます。,Http - Payload,polite,payload,"<ruby class=""vocab"">ペイロード<rt><span class=""pitch-l"">ぺ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ろ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ど</span></rt></ruby>"
フィルターをクエリ文字列で渡してください。,Pass filters in the query string.,クエリ文字列,フィルターをクエリ文字列【もじれつ】で渡【わた】してください。,Http - Query,polite,query,"<ruby class=""vocab"">クエリ文字列<rt>もじれつ</rt></ruby>"
ユーザーIDはパスパラメータです。,The user ID is a path parameter.,パスパラメータ,ユーザーIDはパスパラメータです。,Http - Parameter,polite,parameter,"<span class=""vocab"">パスパラメータ</span>"
404ステータスコードが返ってきています。,We're getting a 404 status code.,ステータスコード,404ステータスコードが返【かえ】ってきています。,Http - Status Code,polite,status,"<span class=""vocab"">ステータスコード</span>"
APIは200 OKを返しました。,The API returned 200 OK.,200,APIは200 OKを返【かえ】しました。,Http - Status Code,polite,200 (OK),"<span class=""vocab"">200</span>"
リソースが作成されたら201を返してください。,Return 201 when a resource is created.,201,リソースが作成【さくせい】されたら201を返【かえ】してください。,Http - Status Code,polite,201 (Created),"<span class=""vocab"">201</span>"
バリデーションエラーには400を返してください。,Return 400 for validation errors.,400,バリデーションエラーには400を返【かえ】してください。,Http - Status Code,polite,400 (Bad Request),"<span class=""vocab"">400</span>"
401はトークンが無効であることを意味します。,401 means the token is invalid.,401,401はトークンが無効【むこう】であることを意味【いみ】します。,Http - Status Code,polite,401 (Unauthorized),"<span class=""vocab"">401</span>"
403は権限がないことを意味します。,403 means you don't have permission.,403,403は権限【けんげん】がないことを意味【いみ】します。,Http - Status Code,polite,403 (Forbidden),"<span class=""vocab"">403</span>"
ユーザーが存在しない場合は404を返してください。,Return 404 if the user doesn't exist.,404,ユーザーが存在【そんざい】しない場合【ばあい】は404を返【かえ】してください。,Http - Status Code,polite,404 (Not Found),"<span class=""vocab"">404</span>"
ユーザーに500エラーが表示されています。,Users are seeing 500 errors.,500,ユーザーに500エラーが表示【ひょうじ】されています。,Http - Status Code,polite,500 (Server Error),"<span class=""vocab"">500</span>"
リクエストは30秒後にタイムアウトしました。,The request timed out after 30 seconds.,タイムアウト,リクエストは30秒【びょう】後【ご】にタイムアウトしました。,Http - Timeout,polite,timeout,"<span class=""vocab"">タイムアウト</span>"
指数バックオフでリクエストをリトライしてください。,Retry the request with exponential backoff.,リトライ,指数【しすう】バックオフでリクエストをリトライしてください。,Http - Retry,polite,retry,"<span class=""vocab"">リトライ</span>"
APIのレート制限に達しました。,We hit the API rate limit.,レート制限,APIのレート制限【せいげん】に達【たっ】しました。,Http - Rate Limit,polite,rate,"<ruby class=""vocab"">レート制限<rt>せいげん</rt></ruby>"
レート制限を避けるためにリクエストをスロットルしてください。,Throttle requests to avoid rate limiting.,スロットル,レート制限【せいげん】を避【さ】けるためにリクエストをスロットルしてください。,Http - Rate Limit,polite,slot,"<ruby class=""vocab"">スロットル<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">ろ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">と</span><span class=""pitch-l"">る</span></rt></ruby>"
これはRESTful APIです。,This is a RESTful API.,REST,これはRESTful APIです。,Api - Architecture,polite,REST,"<span class=""vocab"">REST</span>"
RESTからGraphQLに移行しています。,We're migrating from REST to GraphQL.,GraphQL,RESTからGraphQLに移行【いこう】しています。,Api - Graphql,polite,GraphQL,"<span class=""vocab"">GraphQL</span>"
支払いイベント用にwebhookを設定してください。,Set up a webhook for payment events.,webhook,支払【しはら】いイベント用【よう】にwebhookを設定【せってい】してください。,Api - Webhook,polite,webhook,"<span class=""vocab"">webhook</span>"
設定でコールバックURLを設定してください。,Configure the callback URL in settings.,コールバックURL,設定【せってい】でコールバックURLを設定【せってい】してください。,Api - Callback,polite,callback,"<span class=""vocab"">コールバックURL</span>"
認証が失敗しました。,The authentication failed.,認証,認証【にんしょう】が失敗【しっぱい】しました。,Security - Authentication,polite,authentication,"<ruby class=""vocab"">認証<rt><span class=""pitch-l"">に</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">しょ</span><span class=""pitch-h"">う</span></rt></ruby>"
データにアクセスする前に認可を確認してください。,Check authorization before accessing data.,認可,データにアクセスする前【まえ】に認可【にんか】を確認【かくにん】してください。,Security - Authorization,polite,authorization,"<ruby class=""vocab"">認可<rt><span class=""pitch-l"">に</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">か</span></rt></ruby>"
アクセストークンの有効期限が切れました。,The access token expired.,トークン,アクセストークンの有効【ゆうこう】期限【きげん】が切【き】れました。,Security - Token,polite,token,"<ruby class=""vocab"">トークン<rt><span class=""pitch-h"">と</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">く</span><span class=""pitch-l"">ん</span></rt></ruby>"
認証にはJWTを使用しています。,We use JWT for authentication.,JWT,認証【にんしょう】にはJWTを使用【しよう】しています。,Security - Jwt,polite,JWT (token),"<span class=""vocab"">JWT</span>"
ソーシャルログイン用にOAuthを実装してください。,Implement OAuth for social login.,OAuth,ソーシャルログイン用【よう】にOAuthを実装【じっそう】してください。,Security - Oauth,polite,OAuth,"<span class=""vocab"">OAuth</span>"
APIキーを環境変数に保存してください。,Store the API key in environment variables.,環境変数,APIキーを環境【かんきょう】変数【へんすう】に保存【ほぞん】してください。,Infrastructure - Environment,polite,env variable,"<ruby class=""vocab"">環境変数<rt>かんきょうへんすう</rt></ruby>"
シークレットをgitにコミットしないでください。,Never commit secrets to git.,シークレット,シークレットをgitにコミットしないでください。,Security - Secret,polite,secret,"<ruby class=""vocab"">シークレット<rt><span class=""pitch-h"">し</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">く</span><span class=""pitch-l"">れ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">と</span></rt></ruby>"
認証情報を定期的にローテーションしてください。,Rotate the credentials regularly.,認証情報,認証【にんしょう】情報【じょうほう】を定期的【ていきてき】にローテーションしてください。,Security - Credentials,polite,credentials,"<ruby class=""vocab"">認証情報<rt>にんしょうじょうほう</rt></ruby>"
すべてのトラフィックはSSLを使用する必要があります。,All traffic must use SSL.,SSL,すべてのトラフィックはSSLを使用【しよう】する必要【ひつよう】があります。,Security - Encryption,polite,SSL,"<span class=""vocab"">SSL</span>"
本番では常にHTTPSを使用してください。,Always use HTTPS in production.,HTTPS,本番【ほんばん】では常【つね】にHTTPSを使用【しよう】してください。,Security - Https,polite,HTTPS,"<span class=""vocab"">HTTPS</span>"
SSL証明書の有効期限が切れました。,The SSL certificate expired.,証明書,SSL証明書【しょうめいしょ】の有効【ゆうこう】期限【きげん】が切【き】れました。,Security - Certificate,polite,certificate,"<ruby class=""vocab"">証明書<rt>しょうめいしょ</rt></ruby>"
ブラウザからCORSエラーが発生しています。,We have a CORS error from the browser.,CORS,ブラウザからCORSエラーが発生【はっせい】しています。,Security - Cors,polite,CORS,"<span class=""vocab"">CORS</span>"
フロントエンドのオリジンを許可リストに追加してください。,Add the frontend origin to allowed list.,オリジン,フロントエンドのオリジンを許可【きょか】リストに追加【ついか】してください。,Security - Origin,polite,origin,"<ruby class=""vocab"">オリジン<rt><span class=""pitch-h"">お</span><span class=""pitch-l"">り</span><span class=""pitch-l"">じ</span><span class=""pitch-l"">ん</span></rt></ruby>"
APIのレイテンシーが高すぎます。,The API latency is too high.,レイテンシー,APIのレイテンシーが高【たか】すぎます。,Performance - Latency,polite,latency,"<ruby class=""vocab"">レイテンシー<rt><span class=""pitch-l"">れ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">て</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">し</span><span class=""pitch-l"">ー</span></rt></ruby>"
これにはより高いスループットが必要です。,We need higher throughput for this.,スループット,これにはより高【たか】いスループットが必要【ひつよう】です。,Performance - Throughput,polite,throughput,"<ruby class=""vocab"">スループット<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">る</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">ぷ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">と</span></rt></ruby>"
十分な帯域幅があるか確認してください。,Check if we have enough bandwidth.,帯域幅,十分【じゅうぶん】な帯域幅【たいいきはば】があるか確認【かくにん】してください。,Infrastructure - Bandwidth,polite,bandwidth,"<ruby class=""vocab"">帯域幅<rt>たいいきはば</rt></ruby>"
DNSがまだ伝播していません。,The DNS hasn't propagated yet.,DNS,DNSがまだ伝播【でんぱ】していません。,Infrastructure - Dns,polite,DNS,"<span class=""vocab"">DNS</span>"
このIPアドレスをホワイトリストに追加してください。,Whitelist this IP address.,IPアドレス,このIPアドレスをホワイトリストに追加【ついか】してください。,Infrastructure - Ip,polite,IP address,"<span class=""vocab"">IPアドレス</span>"
サーバーはポート3000で動作しています。,The server runs on port 3000.,ポート,サーバーはポート3000で動作【どうさ】しています。,Infrastructure - Port,polite,port,"<ruby class=""vocab"">ポート<rt><span class=""pitch-h"">ぽ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">と</span></rt></ruby>"
リアルタイム用にWebSocket接続を開いてください。,Open a WebSocket connection for real-time.,WebSocket,リアルタイム用【よう】にWebSocket接続【せつぞく】を開【ひら】いてください。,Infrastructure - Websocket,polite,WebSocket,"<span class=""vocab"">WebSocket</span>"
データベースの動作が遅いです。,The database is running slow.,データベース,データベースの動作【どうさ】が遅【おそ】いです。,Database - General,polite,database,"<ruby class=""vocab"">データベース<rt><span class=""pitch-l"">で</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">た</span><span class=""pitch-h"">べ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">す</span></rt></ruby>"
本番DBに慎重に接続してください。,Connect to the prod DB carefully.,本番,本番【ほんばん】DBに慎重【しんちょう】に接続【せつぞく】してください。,Infrastructure - Production,polite,production,"<ruby class=""vocab"">本番<rt><span class=""pitch-l"">ほ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ば</span><span class=""pitch-h"">ん</span></rt></ruby>"
